q_inv_fm,weight,band,order,density,bound,landau,pair,root_count,negative_root_count,topology_evaluated,omega_tail
8.079420287004927,0.20245707258075143,tail1,8,9.87937549891768e-9,0.0,9.901422012723849e-9,-2.2046513806167938e-11,0,0,false,6.8779205946834264e-15
8.406667045172746,0.44476206890674924,tail1,8,7.994580957482804e-9,0.0,8.010380825869022e-9,-1.579986838621897e-11,0,0,false,5.005446476016717e-15
8.948935180167343,0.6274132917557749,tail1,8,5.49323489172486e-9,0.0,5.502290661937944e-9,-9.05577021308355e-12,0,0,false,2.9369190422794236e-15
9.6331307150087,0.7253675667567239,tail1,8,3.2952271730415642e-9,0.0,3.2996825318256983e-9,-4.455358784133733e-12,0,0,false,1.4832831733045256e-15
10.3668692849913,0.7253675667567239,tail1,8,1.8321376642064344e-9,0.0,1.8342039378216045e-9,-2.0662736151700186e-12,0,0,false,7.050317808473306e-16
11.051064819832657,0.6274132917557749,tail1,8,1.0283380902789234e-9,0.0,1.029341041196178e-9,-1.0029509172546085e-12,0,0,false,3.4918985234545045e-16
11.593332954827254,0.44476206890674924,tail1,8,6.393415454775998e-10,0.0,6.399049007991584e-10,-5.633553215586668e-13,0,0,false,1.9898672402283322e-16
11.920579712995073,0.20245707258075143,tail1,8,4.767679132730851e-10,0.0,4.771650511017225e-10,-3.971378286374488e-13,0,0,false,1.4141667049288606e-16
12.079420287004927,0.20245707258075143,tail2,8,4.128003726142594e-10,0.0,4.1313538943193823e-10,-3.350168176787969e-13,0,0,false,1.197480324100454e-16
12.406667045172746,0.44476206890674924,tail2,8,3.0581087365962994e-10,0.0,3.060466634498823e-10,-2.3578979025240005e-13,0,0,false,8.491508084265437e-17
12.948935180167343,0.6274132917557749,tail2,8,1.8439947889514733e-10,0.0,1.8453093568833567e-10,-1.314567931883234e-13,0,0,false,4.789573136528641e-17
13.6331307150087,0.7253675667567239,tail2,8,9.605864086758542e-11,0.0,9.612130470598189e-11,-6.266383839648408e-14,0,0,false,2.3139810917447225e-17
14.3668692849913,0.7253675667567239,tail2,8,4.702239975765686e-11,0.0,4.705059100087158e-11,-2.8191243214720875e-14,0,0,false,1.0546714140447557e-17
15.051064819832657,0.6274132917557749,tail2,8,2.3865664092911607e-11,0.0,2.3879001271004787e-11,-1.3337178093182167e-14,0,0,false,5.0450707293374505e-18
15.593332954827254,0.44476206890674924,tail2,8,1.3841323853953291e-11,0.0,1.3848676521279416e-11,-7.352667326125018e-15,0,0,false,2.8039149368794027e-18
15.920579712995073,0.20245707258075143,tail2,8,9.93508892023921e-12,0.0,9.940217210675243e-12,-5.1282904360337315e-15,0,0,false,1.9647308112223174e-18
16.158840574009854,0.40491414516150287,tail3,8,7.794392344862262e-12,0.0,7.798335704134937e-12,-3.9433592726767025e-15,0,0,false,1.5156928862696233e-18
16.813334090345492,0.8895241378134985,tail3,8,3.981930370820482e-12,0.0,3.983843147435599e-12,-1.9127766151165125e-15,0,0,false,7.414728398267693e-19
17.897870360334686,1.2548265835115497,tail3,8,1.2895245110827875e-12,0.0,1.2900982753199906e-12,-5.737642372029035e-16,0,0,false,2.252674918442608e-19
19.2662614300174,1.4507351335134477,tail3,8,3.0414143435872354e-13,0.0,3.042659675525534e-13,-1.2453319382985258e-16,0,0,false,4.9587307928090376e-20
20.7337385699826,1.4507351335134477,tail3,8,6.317669709522698e-14,0.0,6.320067459374884e-14,-2.397749852185546e-17,0,0,false,9.673406567519707e-21
22.102129639665314,1.2548265835115497,tail3,8,1.4342224327642903e-14,0.0,1.4347345322796387e-14,-5.120995153484044e-18,0,0,false,2.088200879184523e-21
23.186665909654508,0.8895241378134985,tail3,8,4.3841183835849226e-15,0.0,4.385617969943766e-15,-1.499586358843965e-18,0,0,false,6.1615345041207265e-22
23.841159425990146,0.40491414516150287,tail3,8,2.1359659686700474e-15,0.0,2.136679309502137e-15,-7.133408320898994e-19,0,0,false,2.943498112600946e-22
24.158840574009854,0.40491414516150287,tail4,8,1.5052122451057555e-15,0.0,1.5057093784613346e-15,-4.971333555791429e-19,0,0,false,2.055426190484788e-22
24.813334090345492,0.8895241378134985,tail4,8,7.305339105089338e-16,0.0,7.307699470552282e-16,-2.360365462945714e-19,0,0,false,9.797532171638974e-23
25.897870360334686,1.2548265835115497,tail4,8,2.1935732792397097e-16,0.0,2.1942584525503706e-16,-6.851733106609962e-20,0,0,false,2.8614278704946245e-23
27.2662614300174,1.4507351335134477,tail4,8,4.767683591200287e-17,0.0,4.769116308273753e-17,-1.43271707346619e-20,0,0,false,6.025397629812761e-24
28.7337385699826,1.4507351335134477,tail4,8,9.193998552879455e-18,0.0,9.196660472107726e-18,-2.66191922827162e-21,0,0,false,1.1271127620320645e-24
30.102129639665314,1.2548265835115497,tail4,8,1.966522039714216e-18,0.0,1.9670738514748982e-18,-5.518117606820498e-22,0,0,false,2.349943195082169e-25
31.186665909654508,0.8895241378134985,tail4,8,5.765358674529971e-19,0.0,5.76693999127851e-19,-1.5813167485386948e-22,0,0,false,6.76252777746329e-26
31.841159425990146,0.40491414516150287,tail4,8,2.744466787049437e-19,0.0,2.745209830073954e-19,-7.430430245171934e-23,0,0,false,3.1852656242369807e-26
0.06914541799152318,0.17626452178481322,bulk,8,0.00011928801783633897,0.0001197334594206549,4.960475147058914e-16,-4.4544158481195517e-7,1,1,true,5.408461498769398e-17
0.3540551650248067,0.3872217077158596,bulk,8,0.0010430255194213778,0.0010556878839325073,2.7640329038532038e-11,-1.2662392151458738e-5,1,1,true,1.4180410347054568e-15
0.8261682518908686,0.5462427290044771,bulk,8,0.0019313598053060529,0.0020080547427593597,1.0052566449759929e-9,-7.669594270995189e-5,1,1,true,7.72118455828997e-15
1.4218471146681353,0.6315243307767924,bulk,8,0.002018950448275537,0.002266388958961625,6.0798972203607604e-9,-0.0002474445905833088,1,1,true,2.2869292638912712e-14
2.0606594638957505,0.6315243307767924,bulk,8,0.0015435678590757992,0.0020787470695503587,1.5209003401837924e-8,-0.0005351944194779617,1,1,true,4.8035175942513453e-14
2.656338326673017,0.5462427290044771,bulk,8,0.0009572928430633141,0.001811349557304544,2.3658664981529437e-8,-0.0008540803729062112,1,1,true,7.982036451841142e-14
3.1284514135390786,0.3872217077158596,bulk,8,0.0005273918258136668,0.0016083100102578633,2.8838953856862473e-8,-0.0010809470233980533,1,1,true,1.1071482014750283e-13
3.4133611605723626,0.17626452178481322,bulk,8,0.0003128247872801531,0.00149267902433538,3.114411273546863e-8,-0.0011798853811679623,1,1,true,1.3179878745551903e-13
3.534568201713169,0.13271475354845128,bulk,8,0.0002356662845217302,0.0,3.193221929043843e-8,0.00023563435230243974,0,0,true,1.4132521730511127e-13
3.749085147484225,0.2915506364398082,bulk,8,0.00013568893084106847,0.0,3.3046849579932304e-8,0.00013565588399148853,0,0,true,1.5900015139623017e-13
4.104553005315082,0.411282250241856,bulk,8,4.781206461038442e-5,0.0,3.4121180134621146e-8,4.7777943430249796e-5,0,0,true,1.9058058979456402e-13
4.553057177720342,0.4754932817462409,bulk,8,9.848391267039662e-6,0.0,3.417225424220205e-8,9.81421901279746e-6,0,0,true,1.5781752932605097e-13
5.034037823360142,0.4754932817462409,bulk,8,1.1739349392244314e-6,0.0,3.278640329690258e-8,1.141148535927529e-6,0,0,true,1.0760751090884405e-13
5.482541995765403,0.411282250241856,bulk,8,9.758659332345007e-8,0.0,3.039975979785782e-8,6.718683352559225e-8,0,0,true,7.405484965310778e-14
5.83800985359626,0.2915506364398082,bulk,8,2.905861164142873e-8,0.0,2.7949446591959097e-8,1.109165049469632e-9,0,0,true,5.4543298293164056e-14
6.052526799367316,0.13271475354845128,bulk,8,2.6138383372496845e-8,0.0,2.6300632047444718e-8,-1.622486749478737e-10,0,0,true,4.518630653007913e-14
6.142221955385648,0.09593486982823836,bulk,8,2.5432028674205726e-8,0.0,2.5582110499365897e-8,-1.5008182516017303e-10,0,0,true,4.173528600818031e-14
6.297288778916946,0.21075179365783064,bulk,8,2.4159474773903468e-8,0.0,2.4288759407117528e-8,-1.29284633214061e-10,0,0,true,3.634286866780235e-14
6.554244104209219,0.2973016042652166,bulk,8,2.1946378353867454e-8,0.0,2.204714420188714e-8,-1.0076584801968785e-10,0,0,true,2.882095143405247e-14
6.878452138709408,0.3437175209904145,bulk,8,1.9095003821387967e-8,0.0,1.9168350082952682e-8,-7.33462615647166e-11,0,0,true,2.1416312865723817e-14
7.226136283807191,0.3437175209904145,bulk,8,1.6121838629704567e-8,0.0,1.6173823905034838e-8,-5.198527533027217e-11,0,0,true,1.549889612813926e-14
7.55034431830738,0.2973016042652166,bulk,8,1.3540199544984492e-8,0.0,1.3577802527495349e-8,-3.760298251085429e-11,0,0,true,1.141621554261083e-14
7.807299643599653,0.21075179365783064,bulk,8,1.1669796326678392e-8,0.0,1.1698833134159976e-8,-2.9036807481583915e-11,0,0,true,8.935964708147971e-15
7.962366467130951,0.09593486982823836,bulk,8,1.0624847553752547e-8,0.0,1.0649671306660272e-8,-2.4823752907723902e-11,0,0,true,7.699875039162978e-15
0.01845565680910277,0.04727930926281128,bulk,16,1.2017786457029768e-5,1.2049027518179292e-5,0.0,-3.1241061149522e-8,1,1,true,3.853061501695291e-18
0.09650892338210948,0.1083991533275627,bulk,16,0.00019992989848677739,0.00020080488496180643,1.0791735887761502e-14,-8.74986485820784e-7,1,1,true,1.0536148217120945e-16
0.2339701108190475,0.16569507147031473,bulk,16,0.0006627415286357936,0.0006680939326893103,3.391977764353773e-12,-5.35240744549457e-6,1,1,true,6.1925238985317555e-16
0.42590287849571395,0.21701060613852313,bulk,16,0.0012419407816707448,0.0012606044363087418,6.52057310142057e-11,-1.8663719843727853e-5,1,1,true,2.051956171960589e-15
0.6653742463466656,0.260484507590249,bulk,16,0.001734610544355203,0.001782770161284295,4.3620994229940026e-10,-4.816005313903432e-5,1,1,true,5.008168177344656e-15
