xi,method,calculation_sha,equilibrium_requests,fixedrho_requests,unique_solves,requested_point_calls,uncached_equivalent_requests,cache_hits,targeted_additions,residual_calls,jacobian_calls,newton_iterations,trust_region_iterations,nonconverged_attempts,fallback_count,governed_rescue_count,retry_count,exception_count,runner_seconds
-0.5,independent_oracle,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,10248,10248,10248,15376,15376,5128,0,83690,63170,0,42712,0,0,0,0,0,145.243645328
0.0,independent_oracle,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,10248,10248,10248,15376,15376,5128,0,83614,63070,0,42658,0,0,0,0,0,157.386916678
0.5,independent_oracle,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,10248,10248,10248,15376,15376,5128,0,83684,63118,0,42726,0,0,0,0,0,148.289029305
-0.5,memoized_dense,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,5128,5128,5128,7696,7696,2568,0,43832,33560,0,23332,0,0,0,0,0,88.316028199
0.0,memoized_dense,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,5128,5128,5128,7696,7696,2568,0,43520,33228,0,23034,0,0,0,0,0,86.80696305
0.5,memoized_dense,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,5128,5128,5128,7696,7696,2568,0,43308,33008,0,22814,0,0,0,0,0,94.37645389
-0.5,production_hybrid,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,4292,4292,4291,7771,7771,3480,12,38280,29590,0,21130,4,0,0,0,0,102.952631589
0.0,production_hybrid,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,4287,4287,4287,7767,7767,3480,8,37690,29104,0,20558,0,0,0,0,0,95.578875922
0.5,production_hybrid,3c5f6b3c9bd535cff7657364dadb2efc31f2ea48,4267,4267,4267,7756,7756,3489,20,37362,28790,0,20312,0,0,0,0,0,91.203805229
