T_MeV,rho,xi,mu_u_MeV,mu_d_MeV,mu_s_MeV,mu_avg_MeV,mu_B_MeV,mu_Q_MeV,mu_S_MeV,pressure_fm4,entropy_fm3,energy_fm4,rho_u_fm3,rho_d_fm3,rho_s_fm3,phi_u,phi_d,phi_s,Phi1,Phi2,M_u_MeV,M_d_MeV,M_s_MeV,iterations,residual_norm,converged,message
50.000000,3.100000,0.000000,376.136070,376.136070,376.136070,376.136070,1128.408209,0.000000,0.000000,21.748043,0.333054,-18.827291,0.742634,0.742634,0.002733,-0.138271,-0.138271,-2.069302,0.060362,0.073821,32.264398,32.264398,462.753850,3,0.000000,true,
50.000000,3.050000,0.000000,373.743510,373.743510,373.743510,373.743510,1121.230529,0.000000,0.000000,21.730145,0.334652,-18.872487,0.730715,0.730715,0.002570,-0.144559,-0.144559,-2.069610,0.060373,0.073341,33.482176,33.482176,462.834600,3,0.000000,true,
50.000000,3.000000,0.000000,371.464595,371.464595,371.464595,371.464595,1114.393784,0.000000,0.000000,21.713375,0.336652,-18.917297,0.718787,0.718787,0.002427,-0.151371,-0.151371,-2.069908,0.060388,0.072985,34.801754,34.801754,462.917985,3,0.000000,true,
50.000000,2.950000,0.000000,369.295095,369.295095,369.295095,369.295095,1107.885284,0.000000,0.000000,21.697674,0.338809,-18.961797,0.706851,0.706851,0.002298,-0.158763,-0.158763,-2.070201,0.060388,0.072724,36.233452,36.233452,463.005746,3,0.000000,true,
50.000000,2.900000,0.000000,367.229065,367.229065,367.229065,367.229065,1101.687194,0.000000,0.000000,21.682973,0.340930,-19.006049,0.694909,0.694909,0.002182,-0.166795,-0.166795,-2.070496,0.060357,0.072534,37.789219,37.789219,463.099693,3,0.000000,true,
50.000000,2.850000,0.000000,365.260199,365.260199,365.260199,365.260199,1095.780598,0.000000,0.000000,21.669203,0.342864,-19.050102,0.682962,0.682962,0.002076,-0.175539,-0.175539,-2.070798,0.060286,0.072393,39.482864,39.482864,463.201780,3,0.000000,true,
50.000000,2.800000,0.000000,363.382706,363.382706,363.382706,363.382706,1090.148117,0.000000,0.000000,21.656300,0.344496,-19.093999,0.671011,0.671011,0.001978,-0.185076,-0.185076,-2.071113,0.060165,0.072284,41.330283,41.330283,463.314181,3,0.000000,true,
50.000000,2.750000,0.000000,361.591849,361.591849,361.591849,361.591849,1084.775546,0.000000,0.000000,21.644210,0.345739,-19.137771,0.659056,0.659056,0.001888,-0.195501,-0.195501,-2.071449,0.059990,0.072191,43.349690,43.349690,463.439382,3,0.000000,true,
50.000000,2.700000,0.000000,359.884306,359.884306,359.884306,359.884306,1079.652918,0.000000,0.000000,21.632891,0.346526,-19.181445,0.647098,0.647098,0.001803,-0.206920,-0.206920,-2.071811,0.059758,0.072103,45.561833,45.561833,463.580281,3,0.000000,true,
50.000000,2.650000,0.000000,358.258413,358.258413,358.258413,358.258413,1074.775238,0.000000,0.000000,21.622311,0.346807,-19.225046,0.635138,0.635138,0.001724,-0.219454,-0.219454,-2.072207,0.059467,0.072009,47.990165,47.990165,463.740303,3,0.000000,true,
50.000000,2.600000,0.000000,356.714356,356.714356,356.714356,356.714356,1070.143068,0.000000,0.000000,21.612450,0.346545,-19.268591,0.623175,0.623175,0.001649,-0.233238,-0.233238,-2.072647,0.059115,0.071901,50.660907,50.660907,463.923524,3,0.000000,true,
50.000000,2.550000,0.000000,355.254338,355.254338,355.254338,355.254338,1065.763015,0.000000,0.000000,21.603304,0.345712,-19.312098,0.611211,0.611211,0.001579,-0.248421,-0.248421,-2.073140,0.058702,0.071773,53.602927,53.602927,464.134799,3,0.000000,true,
50.000000,2.500000,0.000000,353.882710,353.882710,353.882710,353.882710,1061.648129,0.000000,0.000000,21.594879,0.344290,-19.355581,0.599244,0.599244,0.001512,-0.265162,-0.265162,-2.073698,0.058229,0.071617,56.847304,56.847304,464.379895,3,0.000000,true,
50.000000,2.450000,0.000000,352.606025,352.606025,352.606025,352.606025,1057.818074,0.000000,0.000000,21.587192,0.342266,-19.399057,0.587276,0.587276,0.001448,-0.283628,-0.283628,-2.074336,0.057697,0.071430,60.426426,60.426426,464.665590,3,0.000000,true,
50.000000,2.400000,0.000000,351.432969,351.432969,351.432969,351.432969,1054.298907,0.000000,0.000000,21.580271,0.339631,-19.442538,0.575306,0.575306,0.001388,-0.303983,-0.303983,-2.075068,0.057107,0.071207,64.372443,64.372443,464.999716,3,0.000000,true,
50.000000,2.350000,0.000000,350.374050,350.374050,350.374050,350.374050,1051.122149,0.000000,0.000000,21.574152,0.336384,-19.486039,0.563334,0.563334,0.001331,-0.326379,-0.326379,-2.075914,0.056461,0.070945,68.714923,68.714923,465.391100,3,0.000000,true,
50.000000,2.300000,0.000000,349.440938,349.440938,349.440938,349.440938,1048.322814,0.000000,0.000000,21.568873,0.332525,-19.529573,0.551361,0.551361,0.001278,-0.350936,-0.350936,-2.076891,0.055762,0.070639,73.477673,73.477673,465.849329,3,0.000000,true,
50.000000,2.250000,0.000000,348.645368,348.645368,348.645368,348.645368,1045.936104,0.000000,0.000000,21.564469,0.328061,-19.573155,0.539387,0.539387,0.001227,-0.377727,-0.377727,-2.078021,0.055011,0.070288,78.674961,78.674961,466.384302,3,0.000000,true,
50.000000,2.200000,0.000000,347.997586,347.997586,347.997586,347.997586,1043.992758,0.000000,0.000000,21.560962,0.322999,-19.616801,0.527411,0.527411,0.001178,-0.406752,-0.406752,-2.079320,0.054213,0.069888,84.307703,84.307703,467.005552,3,0.000000,true,
50.000000,2.150000,0.000000,347.504494,347.504494,347.504494,347.504494,1042.513483,0.000000,0.000000,21.558351,0.317351,-19.660526,0.515434,0.515434,0.001133,-0.437931,-0.437931,-2.080805,0.053371,0.069435,90.360573,90.360573,467.721399,3,0.000000,true,
50.000000,2.100000,0.000000,347.167821,347.167821,347.167821,347.167821,1041.503464,0.000000,0.000000,21.556609,0.311134,-19.704344,0.503455,0.503455,0.001090,-0.471093,-0.471093,-2.082488,0.052487,0.068925,96.801098,96.801098,468.538079,3,0.000000,true,
50.000000,2.050000,0.000000,346.982776,346.982776,346.982776,346.982776,1040.948329,0.000000,0.000000,21.555674,0.304369,-19.748270,0.491476,0.491476,0.001049,-0.505987,-0.505987,-2.084375,0.051566,0.068355,103.581446,103.581446,469.459086,3,0.000000,true,
50.000000,2.000000,0.000000,346.937571,346.937571,346.937571,346.937571,1040.812712,0.000000,0.000000,21.555450,0.297085,-19.792314,0.479495,0.479495,0.001009,-0.542309,-0.542309,-2.086464,0.050612,0.067719,110.642839,110.642839,470.484896,3,0.000000,true,
50.000000,1.950000,0.000000,347.013984,347.013984,347.013984,347.013984,1041.041952,0.000000,0.000000,21.555816,0.289323,-19.836481,0.467514,0.467514,0.000971,-0.579725,-0.579725,-2.088749,0.049630,0.067012,117.921583,117.921583,471.613177,3,0.000000,true,
50.000000,1.900000,0.000000,347.188844,347.188844,347.188844,347.188844,1041.566533,0.000000,0.000000,21.556634,0.281144,-19.880769,0.455533,0.455533,0.000934,-0.617914,-0.617914,-2.091220,0.048626,0.066232,125.355291,125.355291,472.839399,3,0.000000,true,
50.000000,1.850000,0.000000,347.436149,347.436149,347.436149,347.436149,1042.308446,0.000000,0.000000,21.557761,0.272634,-19.925166,0.443551,0.443551,0.000897,-0.656584,-0.656584,-2.093863,0.047608,0.065377,132.887983,132.887983,474.157686,3,0.000000,true,
50.000000,1.800000,0.000000,347.729572,347.729572,347.729572,347.729572,1043.188716,0.000000,0.000000,21.559063,0.263915,-19.969650,0.431569,0.431569,0.000861,-0.695496,-0.695496,-2.096663,0.046587,0.064449,140.473375,140.473375,475.561682,3,0.000000,true,
50.000000,1.750000,0.000000,348.045307,348.045307,348.045307,348.045307,1044.135921,0.000000,0.000000,21.560427,0.255152,-20.014182,0.419587,0.419587,0.000825,-0.734467,-0.734467,-2.099606,0.045580,0.063456,148.076299,148.076299,477.045312,3,0.000000,true,
50.000000,1.700000,0.000000,348.365330,348.365330,348.365330,348.365330,1045.095989,0.000000,0.000000,21.561769,0.246566,-20.058709,0.407605,0.407605,0.000790,-0.773373,-0.773373,-2.102680,0.044603,0.062410,155.672505,155.672505,478.603299,3,0.000000,true,
50.000000,1.650000,0.000000,348.681134,348.681134,348.681134,348.681134,1046.043403,0.000000,0.000000,21.563056,0.238425,-20.103161,0.395622,0.395622,0.000756,-0.812135,-0.812135,-2.105874,0.043681,0.061336,163.247156,163.247156,480.231408,3,0.000000,true,
50.000000,1.600000,0.000000,348.997449,348.997449,348.997449,348.997449,1046.992346,0.000000,0.000000,21.564306,0.231031,-20.147462,0.383639,0.383639,0.000723,-0.850713,-0.850713,-2.109178,0.042835,0.060268,170.792159,170.792159,481.926315,3,0.000000,true,
50.000000,1.550000,0.000000,349.334387,349.334387,349.334387,349.334387,1048.003160,0.000000,0.000000,21.565597,0.224678,-20.191539,0.371654,0.371654,0.000692,-0.889080,-0.889080,-2.112586,0.042088,0.059245,178.302479,178.302479,483.685100,3,0.000000,true,
50.000000,1.500000,0.000000,349.725598,349.725598,349.725598,349.725598,1049.176794,0.000000,0.000000,21.567047,0.219577,-20.235343,0.359668,0.359668,0.000664,-0.927203,-0.927203,-2.116088,0.041450,0.058310,185.772043,185.772043,485.504410,3,0.000000,true,
50.000000,1.450000,0.000000,350.210837,350.210837,350.210837,350.210837,1050.632510,0.000000,0.000000,21.568787,0.215796,-20.278865,0.347680,0.347680,0.000640,-0.965032,-0.965032,-2.119673,0.040919,0.057497,193.190584,193.190584,487.379648,3,0.000000,true,
50.000000,1.400000,0.000000,350.824873,350.824873,350.824873,350.824873,1052.474620,0.000000,0.000000,21.570914,0.213223,-20.322147,0.335691,0.335691,0.000618,-1.002488,-1.002488,-2.123327,0.040476,0.056822,200.542963,200.542963,489.304644,3,0.000000,true,
50.000000,1.350000,0.000000,351.588048,351.588048,351.588048,351.588048,1054.764143,0.000000,0.000000,21.573465,0.211596,-20.365273,0.323700,0.323700,0.000600,-1.039481,-1.039481,-2.127035,0.040093,0.056281,207.811273,207.811273,491.272028,3,0.000000,true,
50.000000,1.300000,0.000000,352.502846,352.502846,352.502846,352.502846,1057.508539,0.000000,0.000000,21.576412,0.210578,-20.408348,0.311708,0.311708,0.000584,-1.075924,-1.075924,-2.130783,0.039734,0.055852,214.978263,214.978263,493.274096,3,0.000000,true,
50.000000,1.250000,0.000000,353.556462,353.556462,353.556462,353.556462,1060.669386,0.000000,0.000000,21.579679,0.209822,-20.451475,0.299715,0.299715,0.000570,-1.111747,-1.111747,-2.134557,0.039370,0.055505,222.030135,222.030135,495.303662,3,0.000000,true,
50.000000,1.200000,0.000000,354.726146,354.726146,354.726146,354.726146,1064.178438,0.000000,0.000000,21.583163,0.209026,-20.494749,0.287721,0.287721,0.000557,-1.146906,-1.146906,-2.138344,0.038972,0.055207,228.957807,228.957807,497.354592,3,0.000000,true,
50.000000,1.150000,0.000000,355.984333,355.984333,355.984333,355.984333,1067.953000,0.000000,0.000000,21.586759,0.207950,-20.538241,0.275728,0.275728,0.000544,-1.181379,-1.181379,-2.142137,0.038522,0.054927,235.756841,235.756841,499.421987,3,0.000000,true,
50.000000,1.100000,0.000000,357.302218,357.302218,357.302218,357.302218,1071.906654,0.000000,0.000000,21.590365,0.206416,-20.582006,0.263734,0.263734,0.000532,-1.215165,-1.215165,-2.145927,0.038005,0.054637,242.426677,242.426677,501.502134,3,0.000000,true,
50.000000,1.050000,0.000000,358.651748,358.651748,358.651748,358.651748,1075.955244,0.000000,0.000000,21.593893,0.204302,-20.626081,0.251741,0.251741,0.000518,-1.248277,-1.248277,-2.149712,0.037413,0.054312,248.969708,248.969708,503.592362,3,0.000000,true,
50.000000,1.000000,0.000000,360.006513,360.006513,360.006513,360.006513,1080.019540,0.000000,0.000000,21.597271,0.201532,-20.670486,0.239748,0.239748,0.000504,-1.280740,-1.280740,-2.153487,0.036740,0.053936,255.390441,255.390441,505.690870,3,0.000000,true,
50.000000,0.950000,0.000000,361.342018,361.342018,361.342018,361.342018,1084.026053,0.000000,0.000000,21.600439,0.198069,-20.715231,0.227756,0.227756,0.000489,-1.312585,-1.312585,-2.157251,0.035982,0.053491,261.694864,261.694864,507.796580,3,0.000000,true,
50.000000,0.900000,0.000000,362.635708,362.635708,362.635708,362.635708,1087.907125,0.000000,0.000000,21.603350,0.193908,-20.760313,0.215764,0.215764,0.000472,-1.343849,-1.343849,-2.161003,0.035141,0.052966,267.889983,267.889983,509.909022,3,0.000000,true,
50.000000,0.850000,0.000000,363.867009,363.867009,363.867009,363.867009,1091.601026,0.000000,0.000000,21.605972,0.189073,-20.805719,0.203773,0.203773,0.000454,-1.374573,-1.374573,-2.164743,0.034218,0.052353,273.983495,273.983495,512.028238,3,0.000000,true,
50.000000,0.800000,0.000000,365.017498,365.017498,365.017498,365.017498,1095.052493,0.000000,0.000000,21.608282,0.183615,-20.851429,0.191783,0.191783,0.000435,-1.404798,-1.404798,-2.168472,0.033215,0.051645,279.983542,279.983542,514.154700,3,0.000000,true,
50.000000,0.750000,0.000000,366.071292,366.071292,366.071292,366.071292,1098.213875,0.000000,0.000000,21.610269,0.177603,-20.897413,0.179793,0.179793,0.000414,-1.434567,-1.434567,-2.172191,0.032137,0.050840,285.898456,285.898456,516.289222,3,0.000000,true,
50.000000,0.700000,0.000000,367.015533,367.015533,367.015533,367.015533,1101.046600,0.000000,0.000000,21.611936,0.171124,-20.943637,0.167804,0.167804,0.000392,-1.463924,-1.463924,-2.175902,0.030988,0.049938,291.736459,291.736459,518.432836,3,0.000000,true,
50.000000,0.650000,0.000000,367.840681,367.840681,367.840681,367.840681,1103.522044,0.000000,0.000000,21.613292,0.164264,-20.990065,0.155816,0.155816,0.000368,-1.492907,-1.492907,-2.179607,0.029774,0.048942,297.505244,297.505244,520.586624,3,0.000000,true,
50.000000,0.600000,0.000000,368.540044,368.540044,368.540044,368.540044,1105.620132,0.000000,0.000000,21.614356,0.157097,-21.036664,0.143828,0.143828,0.000344,-1.521551,-1.521551,-2.183306,0.028497,0.047855,303.211465,303.211465,522.751497,3,0.000000,true,
50.000000,0.550000,0.000000,369.107891,369.107891,369.107891,369.107891,1107.323672,0.000000,0.000000,21.615152,0.149662,-21.083407,0.131840,0.131840,0.000319,-1.549882,-1.549882,-2.187000,0.027157,0.046681,308.860247,308.860247,524.927977,3,0.000000,true,
50.000000,0.500000,0.000000,369.535731,369.535731,369.535731,369.535731,1108.607192,0.000000,0.000000,21.615700,0.141944,-21.130283,0.119853,0.119853,0.000294,-1.577918,-1.577918,-2.190689,0.025749,0.045418,314.454903,314.454903,527.116031,3,0.000000,true,
50.000000,0.450000,0.000000,369.806947,369.806947,369.806947,369.806947,1109.420840,0.000000,0.000000,21.616015,0.133871,-21.177292,0.107866,0.107866,0.000268,-1.605667,-1.605667,-2.194371,0.024263,0.044055,319.997046,319.997046,529.315073,3,0.000000,true,
50.000000,0.400000,0.000000,369.890412,369.890412,369.890412,369.890412,1109.671237,0.000000,0.000000,21.616103,0.125314,-21.224445,0.095880,0.095880,0.000241,-1.633133,-1.633133,-2.198045,0.022685,0.042574,325.487120,325.487120,531.524121,3,0.000000,true,
50.000000,0.350000,0.000000,369.733258,369.733258,369.733258,369.733258,1109.199775,0.000000,0.000000,21.615963,0.116104,-21.271761,0.083893,0.083893,0.000214,-1.660315,-1.660315,-2.201709,0.020993,0.040942,330.925167,330.925167,533.742074,3,0.000000,true,
50.000000,0.300000,0.000000,369.251230,369.251230,369.251230,369.251230,1107.753690,0.000000,0.000000,21.615586,0.106044,-21.319253,0.071907,0.071907,0.000186,-1.687218,-1.687218,-2.205362,0.019165,0.039112,336.311550,336.311550,535.968000,3,0.000000,true,
50.000000,0.250000,0.000000,368.311633,368.311633,368.311633,368.311633,1104.934900,0.000000,0.000000,21.614963,0.094912,-21.366933,0.059922,0.059922,0.000157,-1.713846,-1.713846,-2.209001,0.017169,0.037018,341.647398,341.647398,538.201318,3,0.000000,true,
50.000000,0.200000,0.000000,366.695866,366.695866,366.695866,366.695866,1100.087597,0.000000,0.000000,21.614087,0.082435,-21.414800,0.047936,0.047936,0.000127,-1.740211,-1.740211,-2.212628,0.014966,0.034563,346.934690,346.934690,540.441849,3,0.000000,true,
50.000000,0.150000,0.000000,364.002867,364.002867,364.002867,364.002867,1092.008601,0.000000,0.000000,21.612954,0.068225,-21.462851,0.035952,0.035952,0.000097,-1.766325,-1.766325,-2.216242,0.012495,0.031581,352.175976,352.175976,542.689721,4,0.000000,true,
50.000000,0.100000,0.000000,359.343179,359.343179,359.343179,359.343179,1078.029537,0.000000,0.000000,21.611565,0.051618,-21.511075,0.023967,0.023967,0.000065,-1.792203,-1.792203,-2.219843,0.009642,0.027743,357.373888,357.373888,544.945163,4,0.000000,true,
50.000000,0.050000,0.000000,349.886407,349.886407,349.886407,349.886407,1049.659220,0.000000,0.000000,21.609920,0.031172,-21.559467,0.011983,0.011983,0.000033,-1.817857,-1.817857,-2.223433,0.006142,0.022142,362.530707,362.530707,547.208321,4,0.000000,true,
50.000000,0.000000,0.000000,-0.006374,-0.006374,-0.006374,-0.006374,-0.019123,0.000000,0.000000,21.608021,0.000000,-21.608021,-0.000000,-0.000000,-0.000000,-1.843295,-1.843295,-2.227010,0.000020,0.000020,367.648249,367.648249,549.479201,27,0.000000,true,
55.000000,4.000000,0.000000,415.034335,415.034335,415.034335,415.034335,1245.103004,0.000000,0.000000,22.090581,0.603399,-17.884096,0.952203,0.952203,0.015593,-0.077821,-0.077821,-2.051987,0.089045,0.114755,20.538617,20.538617,459.821511,5,0.000000,true,
55.000000,3.950000,0.000000,413.372098,413.372098,413.372098,413.372098,1240.116294,0.000000,0.000000,22.074509,0.588304,-17.938682,0.940673,0.940673,0.014655,-0.079894,-0.079894,-2.053228,0.087555,0.113191,20.940930,20.940930,460.020532,3,0.000000,true,
55.000000,3.900000,0.000000,411.651107,411.651107,411.651107,411.651107,1234.953320,0.000000,0.000000,22.058078,0.573109,-17.993090,0.929125,0.929125,0.013750,-0.082059,-0.082059,-2.054427,0.086059,0.111577,21.361251,21.361251,460.213277,3,0.000000,true,
55.000000,3.850000,0.000000,409.866691,409.866691,409.866691,409.866691,1229.600072,0.000000,0.000000,22.041259,0.557884,-18.047293,0.917561,0.917561,0.012879,-0.084325,-0.084325,-2.055582,0.084564,0.109914,21.801050,21.801050,460.399801,3,0.000000,true,
55.000000,3.800000,0.000000,408.014243,408.014243,408.014243,408.014243,1224.042728,0.000000,0.000000,22.024024,0.542712,-18.101260,0.905979,0.905979,0.012042,-0.086701,-0.086701,-2.056693,0.083079,0.108207,22.262005,22.262005,460.580107,3,0.000000,true,
55.000000,3.750000,0.000000,406.089476,406.089476,406.089476,406.089476,1218.268427,0.000000,0.000000,22.006350,0.527695,-18.154954,0.894380,0.894380,0.011239,-0.089195,-0.089195,-2.057761,0.081612,0.106462,22.746039,22.746039,460.754153,3,0.000000,true,
55.000000,3.700000,0.000000,404.088804,404.088804,404.088804,404.088804,1212.266413,0.000000,0.000000,21.988222,0.512954,-18.208333,0.882764,0.882764,0.010473,-0.091820,-0.091820,-2.058783,0.080174,0.104686,23.255363,23.255363,460.921845,3,0.000000,true,
55.000000,3.650000,0.000000,402.009864,402.009864,402.009864,402.009864,1206.029591,0.000000,0.000000,21.969639,0.498632,-18.261347,0.871128,0.871128,0.009743,-0.094590,-0.094590,-2.059759,0.078780,0.102890,23.792527,23.792527,461.083049,3,0.000000,true,
55.000000,3.600000,0.000000,399.852162,399.852162,399.852162,399.852162,1199.556487,0.000000,0.000000,21.950613,0.484888,-18.313942,0.859474,0.859474,0.009053,-0.097518,-0.097518,-2.060687,0.077442,0.101089,24.360464,24.360464,461.237601,3,0.000000,true,
55.000000,3.550000,0.000000,397.617839,397.617839,397.617839,397.617839,1192.853517,0.000000,0.000000,21.931184,0.471896,-18.366060,0.847799,0.847799,0.008402,-0.100622,-0.100622,-2.061564,0.076177,0.099300,24.962534,24.962534,461.385337,3,0.000000,true,
55.000000,3.500000,0.000000,395.312396,395.312396,395.312396,395.312396,1185.937188,0.000000,0.000000,21.911416,0.459833,-18.417643,0.836103,0.836103,0.007794,-0.103923,-0.103923,-2.062390,0.074998,0.097544,25.602555,25.602555,461.526125,3,0.000000,true,
55.000000,3.450000,0.000000,392.945234,392.945234,392.945234,392.945234,1178.835703,0.000000,0.000000,21.891407,0.448863,-18.468638,0.824385,0.824385,0.007229,-0.107442,-0.107442,-2.063162,0.073918,0.095843,26.284814,26.284814,461.659921,3,0.000000,true,
55.000000,3.400000,0.000000,390.529742,390.529742,390.529742,390.529742,1171.589226,0.000000,0.000000,21.871283,0.439123,-18.518998,0.812646,0.812646,0.006709,-0.111204,-0.111204,-2.063881,0.072948,0.094223,27.014052,27.014052,461.786830,3,0.000000,true,
55.000000,3.350000,0.000000,388.082740,388.082740,388.082740,388.082740,1164.248219,0.000000,0.000000,21.851194,0.430703,-18.568695,0.800884,0.800884,0.006233,-0.115236,-0.115236,-2.064547,0.072093,0.092704,27.795441,27.795441,461.907155,3,0.000000,true,
55.000000,3.300000,0.000000,385.623243,385.623243,385.623243,385.623243,1156.869729,0.000000,0.000000,21.831302,0.423627,-18.617718,0.789100,0.789100,0.005800,-0.119566,-0.119566,-2.065162,0.071350,0.091303,28.634553,28.634553,462.021448,3,0.000000,true,
55.000000,3.250000,0.000000,383.170751,383.170751,383.170751,383.170751,1149.512253,0.000000,0.000000,21.811764,0.417855,-18.666079,0.777295,0.777295,0.005409,-0.124225,-0.124225,-2.065729,0.070714,0.090033,29.537356,29.537356,462.130517,3,0.000000,true,
55.000000,3.200000,0.000000,380.743469,380.743469,380.743469,380.743469,1142.230408,0.000000,0.000000,21.792722,0.413283,-18.713809,0.765471,0.765471,0.005058,-0.129247,-0.129247,-2.066253,0.070171,0.088898,30.510258,30.510258,462.235408,3,0.000000,true,
55.000000,3.150000,0.000000,378.356900,378.356900,378.356900,378.356900,1135.070701,0.000000,0.000000,21.774289,0.409760,-18.760954,0.753629,0.753629,0.004741,-0.134666,-0.134666,-2.066739,0.069706,0.087895,31.560204,31.560204,462.337376,3,0.000000,true,
55.000000,3.100000,0.000000,376.023072,376.023072,376.023072,376.023072,1128.069215,0.000000,0.000000,21.756548,0.407103,-18.807569,0.741772,0.741772,0.004456,-0.140523,-0.140523,-2.067194,0.069300,0.087016,32.694827,32.694827,462.437828,3,0.000000,true,
