window_id,mode_key,plot_panel,plot_series,observable,xi,raw_production_value_current,recipe_raw_production_value,recipe_display_value,left_xi,left_value_current,right_xi,right_value_current,derived_display_value,local_residual,local_residual_relative,replacement_method,recipe_source,recipe_source_sha256,canonical_data_modified,display_status,adjustment_type,adjustment_reason
mode_a_muB0p0_alpha1p2_xim0p47_supplement,mode_a,muB0.0,alpha1.2,sigma_over_T,-0.4700000000,0.014393501145787678,0.014687474329674278,0.014739490717508344,-0.4800000000,0.014872313684955264,-0.4600000000,0.014596629491633494,0.01473447158829438,,,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_replacements.csv,c858a03e2d28a0f1be9e853333d858b50057c3002e6648903ed1c7b0383451c2,False,interpolated_noncertified,inherited_recipe,historical pole-sensitive display recipe; value recomputed from current prod_v2 neighbours
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,tau_u,0.3100000000,0.5757215099708028,,,0.3000000000,1.423165521378963,0.3200000000,1.5566185651349367,1.4898920432569498,-0.914170533286147,-0.6135817272288683,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,tau_d,0.3100000000,0.5757215099708028,,,0.3000000000,1.423165521378963,0.3200000000,1.5566185651349367,1.4898920432569498,-0.914170533286147,-0.6135817272288683,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,tau_s,0.3100000000,2.028434509490047,,,0.3000000000,2.134126884803397,0.3200000000,2.1877086559510923,2.1609177703772446,-0.13248326088719775,-0.06130879328373025,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,tau_ubar,0.3100000000,0.15348114802839274,,,0.3000000000,0.5109381261800189,0.3200000000,0.5898400627835437,0.5503890944817813,-0.39690794645338856,-0.7211406447416934,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,tau_dbar,0.3100000000,0.15348114802839274,,,0.3000000000,0.5109381261800189,0.3200000000,0.5898400627835437,0.5503890944817813,-0.39690794645338856,-0.7211406447416934,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,tau_sbar,0.3100000000,0.9575690541385409,,,0.3000000000,1.0721764613042908,0.3200000000,1.1207710072681802,1.0964737342862354,-0.13890468014769453,-0.1266830894386325,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,eta,0.3100000000,1.0852314580917133,,,0.3000000000,1.9723255074239605,0.3200000000,2.0922093000448165,2.0322674037343886,-0.9470359456426753,-0.4659996730265178,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,sigma,0.3100000000,0.007332700757785829,,,0.3000000000,0.01625652456913002,0.3200000000,0.017480603689675734,0.016868564129402876,-0.009535863371617048,-0.5653037981457764,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_b_T200p0_muB450p0_xip0p31_1,mode_b,T200.0,muB450.0,zeta,0.3100000000,0.24744954474699893,,,0.3000000000,0.44080837013733704,0.3200000000,0.4783617722580337,0.4595850711976854,-0.21213552645068645,-0.46158054241809504,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_a_muB0p0_alpha1p0_xip0p37_manual,mode_a,muB0.0,alpha1.0,tau_u,0.3700000000,2.1459571892255758,,,0.3600000000,2.2690624765454874,0.3800000000,2.3226558628681024,2.295859169706795,-0.14990198048121917,-0.06529232387558127,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,manual review: residual local one-point artifact in muB0 alpha_T=1.0 clean figures
mode_a_muB0p0_alpha1p0_xip0p37_manual,mode_a,muB0.0,alpha1.0,tau_d,0.3700000000,2.1459571892255758,,,0.3600000000,2.2690624765454874,0.3800000000,2.3226558628681024,2.295859169706795,-0.14990198048121917,-0.06529232387558127,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,manual review: residual local one-point artifact in muB0 alpha_T=1.0 clean figures
mode_a_muB0p0_alpha1p0_xip0p37_manual,mode_a,muB0.0,alpha1.0,tau_s,0.3700000000,3.2137495117549344,,,0.3600000000,3.1859742502320176,0.3800000000,3.2409139138801155,3.213444082056067,0.00030542969886759863,9.504746031621459e-05,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,manual review: residual local one-point artifact in muB0 alpha_T=1.0 clean figures
mode_a_muB0p0_alpha1p0_xip0p37_manual,mode_a,muB0.0,alpha1.0,tau_ubar,0.3700000000,2.14595718922658,,,0.3600000000,2.269062476546753,0.3800000000,2.322655862869512,2.2958591697081325,-0.14990198048155268,-0.0652923238756885,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,manual review: residual local one-point artifact in muB0 alpha_T=1.0 clean figures
mode_a_muB0p0_alpha1p0_xip0p37_manual,mode_a,muB0.0,alpha1.0,tau_dbar,0.3700000000,2.14595718922658,,,0.3600000000,2.269062476546753,0.3800000000,2.322655862869512,2.2958591697081325,-0.14990198048155268,-0.0652923238756885,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,manual review: residual local one-point artifact in muB0 alpha_T=1.0 clean figures
mode_a_muB0p0_alpha1p0_xip0p37_manual,mode_a,muB0.0,alpha1.0,tau_sbar,0.3700000000,3.2137495117549344,,,0.3600000000,3.1859742502320176,0.3800000000,3.2409139138801155,3.213444082056067,0.00030542969886759863,9.504746031621459e-05,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,manual review: residual local one-point artifact in muB0 alpha_T=1.0 clean figures
mode_a_muB0p0_alpha1p0_xip0p37_manual,mode_a,muB0.0,alpha1.0,eta,0.3700000000,2.009242501278126,,,0.3600000000,2.104433748763217,0.3800000000,2.1143873349380127,2.1094105418506146,-0.10016804057248851,-0.04748627096772245,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,manual review: residual local one-point artifact in muB0 alpha_T=1.0 clean figures
mode_a_muB0p0_alpha1p0_xip0p37_manual,mode_a,muB0.0,alpha1.0,sigma,0.3700000000,0.015565366558359477,,,0.3600000000,0.016484562872173595,0.3800000000,0.016583109666074774,0.016533836269124184,-0.0009684697107647071,-0.05857501519918027,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,manual review: residual local one-point artifact in muB0 alpha_T=1.0 clean figures
mode_a_muB0p0_alpha1p0_xip0p37_manual,mode_a,muB0.0,alpha1.0,zeta,0.3700000000,0.6534063464987473,,,0.3600000000,0.6863495619811765,0.3800000000,0.6883062634137052,0.6873279126974408,-0.033921566198693465,-0.04935281336904706,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,manual review: residual local one-point artifact in muB0 alpha_T=1.0 clean figures
mode_a_muB450p0_alpha1p0_xip0p26_2,mode_a,muB450.0,alpha1.0,tau_u,0.2600000000,1.6742398582683307,,,0.2500000000,3.756314677151988,0.2700000000,3.8567069985933577,3.806510837872673,-2.132270979604342,-0.5601641688208078,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_a_muB450p0_alpha1p0_xip0p26_2,mode_a,muB450.0,alpha1.0,tau_d,0.2600000000,1.6742398582683307,,,0.2500000000,3.756314677151988,0.2700000000,3.8567069985933577,3.806510837872673,-2.132270979604342,-0.5601641688208078,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_a_muB450p0_alpha1p0_xip0p26_2,mode_a,muB450.0,alpha1.0,tau_s,0.2600000000,4.433311525426953,,,0.2500000000,4.387349032569188,0.2700000000,4.47909339110053,4.433221211834859,9.031359209465961e-05,2.0372002158060566e-05,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_a_muB450p0_alpha1p0_xip0p26_2,mode_a,muB450.0,alpha1.0,tau_ubar,0.2600000000,0.4313739518278308,,,0.2500000000,1.7770086104536544,0.2700000000,1.8420696668847354,1.8095391386691948,-1.378165186841364,-0.7616111513647171,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_a_muB450p0_alpha1p0_xip0p26_2,mode_a,muB450.0,alpha1.0,tau_dbar,0.2600000000,0.4313739518278308,,,0.2500000000,1.7770086104536544,0.2700000000,1.8420696668847354,1.8095391386691948,-1.378165186841364,-0.7616111513647171,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_a_muB450p0_alpha1p0_xip0p26_2,mode_a,muB450.0,alpha1.0,tau_sbar,0.2600000000,2.9195886750226068,,,0.2500000000,2.884449713735219,0.2700000000,2.9545669809744974,2.919508347354858,8.032766774856981e-05,2.7514107922091925e-05,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_a_muB450p0_alpha1p0_xip0p26_2,mode_a,muB450.0,alpha1.0,eta,0.2600000000,1.4694323140111447,,,0.2500000000,2.649094625949411,0.2700000000,2.6581279915453093,2.65361130874736,-1.1841789947362151,-0.44625186470704636,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_a_muB450p0_alpha1p0_xip0p26_2,mode_a,muB450.0,alpha1.0,sigma,0.2600000000,0.011131034219451528,,,0.2500000000,0.023682291319057396,0.2700000000,0.023784910804221786,0.02373360106163959,-0.012602566842188061,-0.5310010398109152,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
