window_id,mode_key,plot_panel,plot_series,observable,xi,raw_production_value_current,recipe_raw_production_value,recipe_display_value,left_xi,left_value_current,right_xi,right_value_current,derived_display_value,local_residual,local_residual_relative,replacement_method,recipe_source,recipe_source_sha256,canonical_data_modified,display_status,adjustment_type,adjustment_reason
mode_a_muB450p0_alpha1p0_xip0p26_2,mode_a,muB450.0,alpha1.0,zeta,0.2600000000,0.629404539747293,,,0.2500000000,1.1630133102875249,0.2700000000,1.1696198203971475,1.1663165653423362,-0.5369120255950431,-0.4603484521695439,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,channel-rate spike; small denominator supported
mode_a_muB0p0_alpha1p1_xip0p48_1,mode_a,muB0.0,alpha1.1,tau_u,0.4800000000,0.815273709357551,,,0.4700000000,0.7738511998647749,0.4900000000,0.8509247238079846,0.8123879618363797,0.0028857475211712114,0.0035521790778977836,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB0p0_alpha1p1_xip0p48_1,mode_a,muB0.0,alpha1.1,tau_d,0.4800000000,0.815273709357551,,,0.4700000000,0.7738511998647749,0.4900000000,0.8509247238079846,0.8123879618363797,0.0028857475211712114,0.0035521790778977836,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB0p0_alpha1p1_xip0p48_1,mode_a,muB0.0,alpha1.1,tau_s,0.4800000000,1.3261244552145097,,,0.4700000000,1.3004213039892274,0.4900000000,1.3535918338654185,1.327006568927323,-0.000882113712813215,-0.0006647395223719698,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB0p0_alpha1p1_xip0p48_1,mode_a,muB0.0,alpha1.1,tau_ubar,0.4800000000,0.8152737093586683,,,0.4700000000,0.7738511998654947,0.4900000000,0.8509247238088194,0.812387961837157,0.0028857475215112727,0.0035521790783129797,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB0p0_alpha1p1_xip0p48_1,mode_a,muB0.0,alpha1.1,tau_dbar,0.4800000000,0.8152737093586683,,,0.4700000000,0.7738511998654947,0.4900000000,0.8509247238088194,0.812387961837157,0.0028857475215112727,0.0035521790783129797,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB0p0_alpha1p1_xip0p48_1,mode_a,muB0.0,alpha1.1,tau_sbar,0.4800000000,1.3261244552145097,,,0.4700000000,1.3004213039892274,0.4900000000,1.3535918338654138,1.3270065689273207,-0.0008821137128109946,-0.0006647395223702976,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB0p0_alpha1p1_xip0p48_1,mode_a,muB0.0,alpha1.1,eta,0.4800000000,1.4401154439821044,,,0.4700000000,1.3902540355156403,0.4900000000,1.4830013290726014,1.4366276822941209,0.0034877616879835927,0.002427742226443847,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB0p0_alpha1p1_xip0p48_1,mode_a,muB0.0,alpha1.1,sigma,0.4800000000,0.010720746318025103,,,0.4700000000,0.01027944885601737,0.4900000000,0.011091598736439503,0.010685523796228436,3.522252179666632e-05,0.0032962840632200425,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB0p0_alpha1p1_xip0p48_1,mode_a,muB0.0,alpha1.1,zeta,0.4800000000,0.267633337679591,,,0.4700000000,0.2560702976276921,0.4900000000,0.27831454273336587,0.267192420180529,0.00044091749906199906,0.0016501871526299003,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p1_xip0p35_1,mode_a,muB450.0,alpha1.1,tau_u,0.3500000000,1.4088805244088887,,,0.3400000000,1.4251872042622518,0.3600000000,1.5550636019011037,1.4901254030816775,-0.08124487867278885,-0.054522175452327085,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p1_xip0p35_1,mode_a,muB450.0,alpha1.1,tau_d,0.3500000000,1.4088805244088887,,,0.3400000000,1.4251872042622518,0.3600000000,1.5550636019011037,1.4901254030816775,-0.08124487867278885,-0.054522175452327085,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p1_xip0p35_1,mode_a,muB450.0,alpha1.1,tau_s,0.3500000000,2.1556231206993295,,,0.3400000000,2.132550694013953,0.3600000000,2.186953720930692,2.1597522074723225,-0.0041290867729930625,-0.0019118335699378963,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p1_xip0p35_1,mode_a,muB450.0,alpha1.1,tau_ubar,0.3500000000,0.5066558993562839,,,0.3400000000,0.5162475856161117,0.3600000000,0.5938303648925958,0.5550389752543536,-0.04838307589806978,-0.0871705917154694,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p1_xip0p35_1,mode_a,muB450.0,alpha1.1,tau_dbar,0.3500000000,0.5066558993562839,,,0.3400000000,0.5162475856161117,0.3600000000,0.5938303648925958,0.5550389752543536,-0.04838307589806978,-0.0871705917154694,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p1_xip0p35_1,mode_a,muB450.0,alpha1.1,tau_sbar,0.3500000000,1.094328386852142,,,0.3400000000,1.074213715256736,0.3600000000,1.1240033119837285,1.099108513620232,-0.004780126768090032,-0.004349094478711024,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p1_xip0p35_1,mode_a,muB450.0,alpha1.1,eta,0.3500000000,1.9456702080176294,,,0.3400000000,1.970923046970824,0.3600000000,2.088372312419723,2.0296476796952736,-0.08397747167764424,-0.041375393630017805,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p1_xip0p35_1,mode_a,muB450.0,alpha1.1,sigma,0.3500000000,0.01593500751346347,,,0.3400000000,0.016202211759333483,0.3600000000,0.01739188625277095,0.016797049006052216,-0.000862041492588745,-0.05132100836748998,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p1_xip0p35_1,mode_a,muB450.0,alpha1.1,zeta,0.3500000000,0.43607001951931457,,,0.3400000000,0.43673371628187246,0.3600000000,0.4728942090680526,0.4548139626749625,-0.018743943155647924,-0.04121233008196689,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,eta_over_s,-0.2000000000,0.23121374327439867,,,-0.2100000000,0.21204895545403474,-0.1900000000,0.2373010869381569,0.2246750211960958,0.006538722078302861,0.02910302197143616,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,zeta_over_s,-0.2000000000,0.0650844430820492,,,-0.2100000000,0.0581009363544754,-0.1900000000,0.06852568457930362,0.0633133104668895,0.0017711326151597095,0.02797409584333686,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,sigma_over_T,-0.2000000000,0.02202706613197629,,,-0.2100000000,0.019957605218337476,-0.1900000000,0.02254351030555599,0.02125055776194673,0.0007765083700295577,0.0365406112502161,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,tau_u,-0.2000000000,1.7186698607827073,,,-0.2100000000,1.5316983780344189,-0.1900000000,1.7814149840622326,1.6565566810483257,0.062113179734381685,0.0374953543364869,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,tau_d,-0.2000000000,1.7186698607827073,,,-0.2100000000,1.5316983780344189,-0.1900000000,1.7814149840622326,1.6565566810483257,0.062113179734381685,0.0374953543364869,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,tau_s,-0.2000000000,2.2928240834588487,,,-0.2100000000,2.264212941222576,-0.1900000000,2.328619383556111,2.2964161623893435,-0.0035920789304948464,-0.0015642107860612728,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,tau_ubar,-0.2000000000,0.6001655504152958,,,-0.2100000000,0.4942613662394334,-0.1900000000,0.6384353816609915,0.5663483739502123,0.03381717646508353,0.05971090943408694,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,tau_dbar,-0.2000000000,0.6001655504152958,,,-0.2100000000,0.4942613662394334,-0.1900000000,0.6384353816609915,0.5663483739502123,0.03381717646508353,0.05971090943408694,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,tau_sbar,-0.2000000000,1.1504220109627596,,,-0.2100000000,1.1264352044251014,-0.1900000000,1.1832527965375255,1.1548440004813134,-0.0044219895185537705,-0.0038290795265081543,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,eta,-0.2000000000,2.318946497084237,,,-0.2100000000,2.1439687661095297,-0.1900000000,2.360730890536158,2.252349828322844,0.06659666876139303,0.029567639948267974,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,sigma,-0.2000000000,0.02040133651710943,,,-0.2100000000,0.018484614233025467,-0.1900000000,0.02087966401267203,0.019682139122848746,0.0007191973942606844,0.03654061125021605,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB450p0_alpha1p0_xim0p20_1,mode_a,muB450.0,alpha1.0,zeta,-0.2000000000,0.6527611168886255,,,-0.2100000000,0.5874426146499688,-0.1900000000,0.6817107433800268,0.6345766790149977,0.01818443787362778,0.028656013488951436,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,T200.0,muB0.0,eta_over_s,-0.2100000000,0.11943693785675608,,,-0.2200000000,0.10608822659467668,-0.2000000000,0.12344521323480957,0.11476671991474313,0.004670217942012944,0.040693137744829806,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,T200.0,muB0.0,zeta_over_s,-0.2100000000,0.025943878974218633,,,-0.2200000000,0.022518598343739725,-0.2000000000,0.02741798795556862,0.024968293149654174,0.0009755858245644594,0.039072988238203696,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,T200.0,muB0.0,tau_u,-0.2100000000,0.8653654391757237,,,-0.2200000000,0.7281971331564784,-0.2000000000,0.907420517469318,0.8178088253128983,0.04755661386282539,0.05815126028339198,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,T200.0,muB0.0,tau_d,-0.2100000000,0.8653654391757237,,,-0.2200000000,0.7281971331564784,-0.2000000000,0.907420517469318,0.8178088253128983,0.04755661386282539,0.05815126028339198,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,T200.0,muB0.0,tau_s,-0.2100000000,1.3528465978947446,,,-0.2200000000,1.3308971716760252,-0.2000000000,1.378999328994839,1.3549482503354322,-0.002101652440687607,-0.0015510942504020505,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,T200.0,muB0.0,tau_ubar,-0.2100000000,0.8653654391764879,,,-0.2200000000,0.7281971331450595,-0.2000000000,0.9074205174703021,0.817808825307681,0.04755661386880694,0.05815126029107708,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,T200.0,muB0.0,tau_dbar,-0.2100000000,0.8653654391764879,,,-0.2200000000,0.7281971331450595,-0.2000000000,0.9074205174703021,0.817808825307681,0.04755661386880694,0.05815126029107708,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,T200.0,muB0.0,tau_sbar,-0.2100000000,1.3528465978947446,,,-0.2200000000,1.3308971716760252,-0.2000000000,1.378999328994839,1.3549482503354322,-0.002101652440687607,-0.0015510942504020505,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,T200.0,muB0.0,eta,-0.2100000000,1.58137905969054,,,-0.2200000000,1.4142547935112417,-0.2000000000,1.6233277475464316,1.518791270528837,0.06258778916170304,0.0412089471253744,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,T200.0,muB0.0,sigma,-0.2100000000,0.012183251432335892,,,-0.2200000000,0.010553520426998475,-0.2000000000,0.012589736154167712,0.011571628290583095,0.0006116231417527974,0.05285540862477684,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_b_T200p0_muB0p0_xim0p21_1,mode_b,T200.0,muB0.0,zeta,-0.2100000000,0.3435043435740118,,,-0.2200000000,0.3001938732793017,-0.2000000000,0.36055169304545986,0.33037278316238083,0.013131560411630938,0.039747706472468926,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,weak/broad variation; small denominator supported
mode_a_muB0p0_alpha1p2_xim0p47_supplement,mode_a,muB0.0,alpha1.2,tau_u,-0.4700000000,0.6015037747601186,,,-0.4800000000,0.6021485970933034,-0.4600000000,0.600871037494673,0.6015098172939881,-6.042533869488054e-06,-1.0045611386147607e-05,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,isolated strange-flavor tau dip with smooth equilibrium background
mode_a_muB0p0_alpha1p2_xim0p47_supplement,mode_a,muB0.0,alpha1.2,tau_d,-0.4700000000,0.6015037747601186,,,-0.4800000000,0.6021485970933034,-0.4600000000,0.600871037494673,0.6015098172939881,-6.042533869488054e-06,-1.0045611386147607e-05,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,isolated strange-flavor tau dip with smooth equilibrium background
mode_a_muB0p0_alpha1p2_xim0p47_supplement,mode_a,muB0.0,alpha1.2,tau_s,-0.4700000000,0.5664203901905996,,,-0.4800000000,0.6820791552384762,-0.4600000000,0.6898459410676566,0.6859625481530665,-0.11954215796246681,-0.17426921963062048,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,isolated strange-flavor tau dip with smooth equilibrium background
mode_a_muB0p0_alpha1p2_xim0p47_supplement,mode_a,muB0.0,alpha1.2,tau_ubar,-0.4700000000,0.6015037747621039,,,-0.4800000000,0.6021485970951179,-0.4600000000,0.6008710374965991,0.6015098172958585,-6.042533754579971e-06,-1.0045611195083606e-05,linear interpolation between current prod_v2 neighbours,docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/paper_display_smoothing_windows_v2.csv,d98f4a7a7b681793703e6fac03c33351d5af540aadbeca57ce5fdbcb6bf75794,False,interpolated_noncertified,revalidated_all_observable_window,isolated strange-flavor tau dip with smooth equilibrium background
