kind,xi,muB_MeV,T_MeV,variable,curve_parameter,plot_order_key,source_csv
spinodal_quark,-0.3,860.877853226,115,mu_spinodal_quark_MeV,115,115,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,-0.3,842.605788966,120,mu_spinodal_quark_MeV,120,120,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,-0.3,821.834392942,125,mu_spinodal_quark_MeV,125,125,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,-0.3,798.320551358,130,mu_spinodal_quark_MeV,130,130,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,-0.3,771.728398439,135,mu_spinodal_quark_MeV,135,135,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,-0.3,741.420564298,140,mu_spinodal_quark_MeV,140,140,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,1050.80180336,35,mu_spinodal_quark_MeV,35,35,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,1053.30806487,40,mu_spinodal_quark_MeV,40,40,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,1045.34197052,45,mu_spinodal_quark_MeV,45,45,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,1040.80970993,50,mu_spinodal_quark_MeV,50,50,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,1036.10445161,55,mu_spinodal_quark_MeV,55,55,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,1031.4112654,60,mu_spinodal_quark_MeV,60,60,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,1026.68934128,65,mu_spinodal_quark_MeV,65,65,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,1021.799577,70,mu_spinodal_quark_MeV,70,70,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,1016.55018593,75,mu_spinodal_quark_MeV,75,75,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,1010.75975542,80,mu_spinodal_quark_MeV,80,80,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,1004.23111799,85,mu_spinodal_quark_MeV,85,85,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,996.769964749,90,mu_spinodal_quark_MeV,90,90,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,988.19721111,95,mu_spinodal_quark_MeV,95,95,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,978.306458385,100,mu_spinodal_quark_MeV,100,100,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,966.899227646,105,mu_spinodal_quark_MeV,105,105,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,953.766287661,110,mu_spinodal_quark_MeV,110,110,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,938.666738017,115,mu_spinodal_quark_MeV,115,115,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,921.357314626,120,mu_spinodal_quark_MeV,120,120,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,901.523970881,125,mu_spinodal_quark_MeV,125,125,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0,878.659205568,130,mu_spinodal_quark_MeV,130,130,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1093.53850587,35,mu_spinodal_quark_MeV,35,35,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1095.60941294,40,mu_spinodal_quark_MeV,40,40,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1095.64383644,45,mu_spinodal_quark_MeV,45,45,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1093.46241342,50,mu_spinodal_quark_MeV,50,50,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1088.57773702,55,mu_spinodal_quark_MeV,55,55,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1084.19696479,60,mu_spinodal_quark_MeV,60,60,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1079.78859647,65,mu_spinodal_quark_MeV,65,65,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1075.1699818,70,mu_spinodal_quark_MeV,70,70,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1070.1582718,75,mu_spinodal_quark_MeV,75,75,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1064.57349853,80,mu_spinodal_quark_MeV,80,80,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1058.2493787,85,mu_spinodal_quark_MeV,85,85,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1051.00686782,90,mu_spinodal_quark_MeV,90,90,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1042.66049232,95,mu_spinodal_quark_MeV,95,95,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1033.02365379,100,mu_spinodal_quark_MeV,100,100,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1021.87898571,105,mu_spinodal_quark_MeV,105,105,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,1008.97890481,110,mu_spinodal_quark_MeV,110,110,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
spinodal_quark,0.3,994.005742961,115,mu_spinodal_quark_MeV,115,115,data\reference\pnjl\paper_p1_20260531\spinodals_paper_p1_20260531.csv
