q_inv_fm,weight,band,order,density,bound,landau,pair,root_count,negative_root_count,topology_evaluated,omega_tail
8.079420287004927,0.20245707258075143,tail1,8,5.3481071325790845e-9,0.0,5.35177914054905e-9,-3.672007969965569e-12,0,0,false,7.596289230204922e-15
8.406667045172746,0.44476206890674924,tail1,8,4.435752291571555e-9,0.0,4.4383967035358485e-9,-2.644411964292779e-12,0,0,false,5.550532672312189e-15
8.948935180167343,0.6274132917557749,tail1,8,3.1667663595954625e-9,0.0,3.16829356350659e-9,-1.5272039111272106e-12,0,0,false,3.2785328842302736e-15
9.6331307150087,0.7253675667567239,tail1,8,1.985315667010507e-9,0.0,1.986073813110806e-9,-7.58146100298816e-13,0,0,false,1.6698030985669522e-15
10.3668692849913,0.7253675667567239,tail1,8,1.1520303539459753e-9,0.0,1.1523852142782854e-9,-3.5486033231019483e-13,0,0,false,8.008811494490563e-16
11.051064819832657,0.6274132917557749,tail1,8,6.704072322523032e-10,0.0,6.705809300228421e-10,-1.736977705388657e-13,0,0,false,4.0001346959287207e-16
11.593332954827254,0.44476206890674924,tail1,8,4.2796359453280526e-10,0.0,4.280618013904058e-10,-9.820685760045482e-14,0,0,false,2.29473653708593e-16
11.920579712995073,0.20245707258075143,tail1,8,3.239886098782504e-10,0.0,3.2405811346744137e-10,-6.950358919101069e-14,0,0,false,1.6374077569869675e-16
12.079420287004927,0.20245707258075143,tail2,8,2.8251849297507457e-10,0.0,2.825772363458236e-10,-5.874337074902523e-14,0,0,false,1.3892257828670177e-16
12.406667045172746,0.44476206890674924,tail2,8,2.1228974590231994e-10,0.0,2.12331252408623e-10,-4.150650630303844e-14,0,0,false,9.89092213756961e-17
12.948935180167343,0.6274132917557749,tail2,8,1.309024553274457e-10,0.0,1.3092574597734964e-10,-2.3290649903932608e-14,0,0,false,5.61622492060635e-17
13.6331307150087,0.7253675667567239,tail2,8,7.000977669497858e-11,0.0,7.002096974297574e-11,-1.1193047997165428e-14,0,0,false,2.736283631437891e-17
14.3668692849913,0.7253675667567239,tail2,8,3.518011716835677e-11,0.0,3.5185196761859726e-11,-5.079593502955526e-15,0,0,false,1.2584520324126288e-17
15.051064819832657,0.6274132917557749,tail2,8,1.826608245207688e-11,0.0,1.8268505182141725e-11,-2.4227300648462745e-15,0,0,false,6.070722404189997e-18
15.593332954827254,0.44476206890674924,tail2,8,1.0775667808889858e-11,0.0,1.0777012062395251e-11,-1.3442535053944197e-15,0,0,false,3.3965160927841706e-18
15.920579712995073,0.20245707258075143,tail2,8,7.811468371287735e-12,0.0,7.812409602181816e-12,-9.412308940816105e-16,0,0,false,2.3895680636917665e-18
16.158840574009854,0.40491414516150287,tail3,8,6.1715709225448385e-12,0.0,6.172296725442993e-12,-7.258028981545133e-16,0,0,false,1.8488423539275092e-18
16.813334090345492,0.8895241378134985,tail3,8,3.212145315963579e-12,0.0,3.2125001241823125e-12,-3.5480821873345967e-16,0,0,false,9.11756631409025e-19
17.897870360334686,1.2548265835115497,tail3,8,1.0707446548907742e-12,0.0,1.0708524665317605e-12,-1.0781164098627458e-16,0,0,false,2.807201979587903e-19
