x_value,y_value
1.8217043344364428,0.0
2.0307810393498333,0.0
2.2637319509080664,0.0031437463055347115
2.4984544874381647,0.012181139896048632
2.6375748856979375,0.022897048700928235
3.0423382874851064,0.05824893289008626
3.275365055402348,0.07977522646336987
3.4743576802031204,0.10180709411173128
3.6004484370574095,0.11682137751750155
3.7973995143626995,0.13387812448062186
3.9286306439234724,0.14726498822154777
4.1947082307593275,0.17180685241436155
4.33629913374324,0.18351958934589885
4.592187549815012,0.2054588048910353
4.829650688372319,0.22033029091592027
5.125392302412194,0.240129659644284
5.434872151194243,0.25654340193859837
6.055034483281496,0.2661993879310317
6.583169031171927,0.2520175290820895
7.262677222040202,0.24297728584802847
7.991108748442059,0.23527883801978722
9.17730080193716,0.2259922828303208
10.13082183575273,0.22016614348894703
11.90182669855717,0.21210776248574847
13.627052697634985,0.20837751746659638
15.191782353549401,0.2048047298563367
16.936227432958923,0.20102615557069947
18.943155317420445,0.1976414687876057
21.048585099391772,0.19519404723198142
23.465203091382826,0.19258241192719106
26.15932779449864,0.18981856719011636
29.16262199193286,0.18746061427246652
32.5104836576304,0.1856607626065263
36.24260783955225,0.1840131203728702
40.40311788302347,0.18246695109407052
45.0411792972743,0.1810222547701269
50.21150099377797,0.17983124083332402
55.97532905184707,0.17864022689652115
62.40058845538723,0.1777028953468589
69.5633863263571,0.17676556379719655
77.54838274721824,0.1758282322475343
86.44944648847417,0.17534752899472505
96.3726858474825,0.17446093392249096
107.43427712513227,0.1740817036245379
119.76613739636939,0.1732965815071601
127.7077400332729,0.17328235539682246
156.37344541957293,0.17207054945260303
174.3209703144587,0.17209721097407493
194.33068447677613,0.17121061590184083
218.78595283091022,0.1709306699263844
246.31795356368917,0.1709044063380687
274.5898011688762,0.17062664899497204
294.37228488620343,0.1705379707048169
