xi,method,calculation_sha,equilibrium_requests,fixedrho_requests,unique_solves,requested_point_calls,uncached_equivalent_requests,cache_hits,targeted_additions,residual_calls,jacobian_calls,newton_iterations,trust_region_iterations,nonconverged_attempts,fallback_count,governed_rescue_count,retry_count,exception_count,runner_seconds
-0.5,independent_oracle,4c9703c3be45b76608ab57d375082e29418bfd05,10248,10248,10248,15376,15376,5128,0,83690,63170,0,42712,0,0,0,0,0,115.739332534
0.0,independent_oracle,4c9703c3be45b76608ab57d375082e29418bfd05,10248,10248,10248,15376,15376,5128,0,83614,63070,0,42658,0,0,0,0,0,165.679811143
0.5,independent_oracle,4c9703c3be45b76608ab57d375082e29418bfd05,10248,10248,10248,15376,15376,5128,0,83684,63118,0,42726,0,0,0,0,0,151.447345659
-0.5,memoized_dense,4c9703c3be45b76608ab57d375082e29418bfd05,5128,5128,5128,7696,7696,2568,0,43832,33560,0,23332,0,0,0,0,0,98.30454703
0.0,memoized_dense,4c9703c3be45b76608ab57d375082e29418bfd05,5128,5128,5128,7696,7696,2568,0,43520,33228,0,23034,0,0,0,0,0,94.950604217
0.5,memoized_dense,4c9703c3be45b76608ab57d375082e29418bfd05,5128,5128,5128,7696,7696,2568,0,43308,33008,0,22814,0,0,0,0,0,94.448626398
-0.5,production_hybrid,4c9703c3be45b76608ab57d375082e29418bfd05,4292,4292,4291,9053,9053,4762,12,38280,29590,0,21130,4,0,0,0,0,93.635868141
0.0,production_hybrid,4c9703c3be45b76608ab57d375082e29418bfd05,4287,4287,4287,9690,9690,5403,8,37690,29104,0,20558,0,0,0,0,0,99.88846249
0.5,production_hybrid,4c9703c3be45b76608ab57d375082e29418bfd05,4267,4267,4267,8397,8397,4130,20,37362,28790,0,20312,0,0,0,0,0,96.156128665
