axis,xi,T_MeV,level,reason,bracket_semantics,summary_status,boundary_row_present,candidate_diagnostic_field_count,candidate_diagnostic_fields,left,right,midpoint,position_error_MeV,density_error,maxwell_area
rho,-0.5,1.0,3,rho_geometry_not_converged,rho_refinement_level,partial_candidate_diagnostics,False,3,"left,right,midpoint",2.0,3.0,3.0,,,
rho,-0.5,5.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.025061895762462427,0.0008670613019194153,4.319230688041068e-06
rho,-0.5,5.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2199625530990943,0.0062203253107967794,2.1611639743485123e-06
rho,-0.5,5.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.05198127316884893,0.001683170394265115,4.319230688041068e-06
rho,-0.5,7.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.0289761206440744,0.0016197454279737711,4.109608479515239e-06
rho,-0.5,7.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2627112341639304,0.01206465478096639,3.1605485406281664e-06
rho,-0.5,7.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.0608560181109965,0.0031667556429546737,4.109608479515239e-06
rho,-0.5,9.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.030290864991457056,0.0020406496616894405,3.1365838644580073e-06
rho,-0.5,9.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2850771510125014,0.015401354404378939,3.191623756601536e-06
rho,-0.5,9.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.06462206410844828,0.004001250671868981,3.1365838644580073e-06
rho,-0.5,11.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.030147890503371855,0.0022845414456035226,4.845404973284567e-06
rho,-0.5,11.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.29556796952670084,0.017338671663967485,1.2300197473856522e-06
rho,-0.5,11.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.06547834596369739,0.004485008675822334,4.845404973284567e-06
rho,-0.5,13.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.029292097275856577,0.0024552669618776364,3.059214587259121e-06
rho,-0.5,13.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.3005779341984294,0.01869728181592703,2.981787724815055e-06
rho,-0.5,13.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.0649381673777043,0.0048241813991357204,2.7333820781516006e-06
rho,-0.5,15.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.027948395374380652,0.0025813354337098377,1.4816024298268606e-06
rho,-0.5,15.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.3019089244889983,0.01970212628463133,2.5980291359049834e-06
rho,-0.5,15.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.0634423450627537,0.0050750816592073636,4.0162979309582004e-07
rho,-0.5,17.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.026247980130392534,0.0026780784399984196,3.5161567298387e-06
rho,-0.5,17.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.30056035085232224,0.020475001898539714,1.708214262690494e-06
rho,-0.5,17.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.06124393594683397,0.0052680189243516995,3.600110861732425e-06
rho,-0.5,19.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.024216807845846233,0.002744941552919887,9.329764582890468e-07
rho,-0.5,19.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2964236604979078,0.020991152269890456,2.9461447160726573e-06
rho,-0.5,19.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.05837404046565098,0.005399767442597714,2.457079224848016e-07
rho,-0.5,21.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.022027949622497545,0.0028099825923329144,9.880280028095418e-07
rho,-0.5,21.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2915787258166347,0.021518419549638075,4.242805920819451e-06
rho,-0.5,21.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.055229167652328215,0.0055304946489117685,4.624429071498548e-06
rho,-0.5,23.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.019467099002042687,0.002822836949007237,2.911195365534649e-06
rho,-0.5,23.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2820596245295519,0.021506938086538956,1.2941979379765475e-06
rho,-0.5,23.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.051207844592340734,0.005545294533676602,3.041787063154302e-06
rho,-0.5,25.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.01689681966615808,0.00285831806917146,3.498261854666259e-06
rho,-0.5,25.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2736967640169041,0.021744023477504478,3.691514777654642e-06
rho,-0.5,25.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.04726740282171704,0.005611903411031004,3.162617128998858e-06
rho,-0.5,27.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.014200553592672804,0.0028884321990805847,1.6828839845896856e-06
rho,-0.5,27.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2643343197431136,0.021929425518163063,2.8842762102576636e-06
rho,-0.5,27.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.04307107938865329,0.0056669775595048245,2.5682849605250047e-06
rho,-0.5,29.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.011379909702554869,0.0029116187298420474,4.08716883648669e-06
rho,-0.5,29.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.25381572953244813,0.022034362166838847,3.842450466919403e-06
rho,-0.5,29.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.03861716274201399,0.005705799212480698,3.0252268570240085e-06
rho,-0.5,31.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.008470533432557659,0.0029364445634724057,4.1216963092597595e-06
rho,-0.5,31.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2428901662347016,0.022162111152983346,4.341431658916664e-06
rho,-0.5,31.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.03401409599166527,0.005748854323451913,4.100849917784851e-06
rho,-0.5,33.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.005465897701981248,0.0029590074274564466,1.8756439491681093e-06
rho,-0.5,33.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2312252266521,0.022259237266240833,3.13222484586706e-06
rho,-0.5,33.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.0292191242666604,0.005786175424620635,4.446883079278611e-06
rho,-0.5,35.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2190684285362181,0.02236112145651666,3.874008262645841e-06
rho,-0.5,35.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.02428069046300152,0.005824414381656519,4.699097449552351e-06
rho,-0.5,37.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.20641854817569083,0.02246578750470262,4.89017673778111e-06
rho,-0.5,37.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.01918201955686527,0.005863143235853457,1.3561941353916056e-06
rho,-0.5,39.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.19329023792698763,0.02257303045099088,5.057989708630306e-07
rho,-0.5,39.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.013940004201913325,0.005902258153253622,1.2837318805855222e-06
rho,-0.5,41.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.1796857048574907,0.022682919946233983,3.4356723305865866e-06
rho,-0.5,41.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.009091826274357118,0.004523642097298495,3.2586860918387277e-06
rho,-0.5,43.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.1652448851924646,0.022720762223190357,1.7907561976624256e-06
rho,-0.5,43.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.005875810555494354,0.0027992194913461395,2.945039388332622e-06
rho,-0.5,45.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.15044933504844948,0.022774549024534324,4.959979065955605e-06
rho,-0.5,47.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.13558196300408554,0.022913441034793022,1.914631880119838e-06
rho,-0.5,49.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.12004028563495694,0.023002625765227252,4.490793268960291e-06
rho,-0.5,51.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.10401194231360478,0.023080289955869245,4.258352615603422e-06
rho,-0.5,53.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.08756761310831962,0.023161291325183728,4.675363369347624e-06
rho,-0.5,55.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.07070517742550919,0.023245698414370006,2.303068869967395e-06
rho,-0.5,55.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.012353043367738792,0.009631506765536146,3.528318466925612e-06
rho,-0.5,57.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.054174881878168435,0.02041596406535098,4.549023173306766e-06
rho,-0.5,57.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.003985273250634691,0.003124999999999989,1.2877019958618748e-06
rho,-0.5,59.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.04087569195996821,0.015939107012415292,3.954257040937603e-06
rho,-0.5,61.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.03091776611682917,0.011721483877653309,3.338857036411756e-06
rho,-0.5,63.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.02412117499522992,0.007738626210650294,3.4042370195414007e-06
rho,-0.5,65.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.020317453353470682,0.003969208862391736,3.882311291912577e-06
rho,-0.5,71.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.019012238020593486,0.0025082677679007515,3.0809899887601633e-06
rho,-0.5,73.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.017263013448882703,0.0037726999498524927,4.859214628720465e-06
rho,-0.5,75.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.014509651343814767,0.00497275863356382,4.26971007200759e-06
rho,-0.5,77.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.011883375149579933,0.0032464293867064675,4.426526154965762e-06
rho,-0.5,85.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.009197295575518183,0.0026394502067319525,6.809567199058536e-07
rho,-0.5,147.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.00041545772180029417,0.00418825245154153,1.9784664682631965e-07
rho,-0.5,147.0625,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,8.703219813810392e-05,0.016902052067915285,3.689839888878673e-08
rho,-0.4875,1.0,3,rho_geometry_not_converged,rho_refinement_level,partial_candidate_diagnostics,False,3,"left,right,midpoint",2.0,3.0,3.0,,,
rho,-0.4875,5.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2185499070996002,0.006653355512930832,3.6911637251234135e-06
rho,-0.4875,5.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.051553870493023624,0.0017979462827357655,4.675115998788745e-06
rho,-0.4875,7.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.028500581963157856,0.0016593025169806862,3.024859896614868e-06
rho,-0.4875,7.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.259423342089633,0.012355946815402023,1.601931620086143e-06
rho,-0.4875,7.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.05994871312339001,0.0032439014517344905,1.1359092573127072e-06
rho,-0.4875,9.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.029677511424893055,0.002069534268747902,4.741004782575866e-06
rho,-0.4875,9.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.28074636262789454,0.015614619604804893,3.834154867801611e-06
rho,-0.4875,9.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.06345021386312055,0.004057672992219395,4.185385146316913e-06
rho,-0.4875,11.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.029457275741833655,0.0023073779320595877,2.0871650823594125e-06
rho,-0.4875,11.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.29063938686613255,0.017507608525319705,2.2356992179354586e-06
rho,-0.4875,11.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.06415377266006317,0.004529656895503212,2.5216068640862305e-06
rho,-0.4875,13.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.0285450433261758,0.002473932848328605,4.957153917813106e-06
rho,-0.4875,13.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.29524295713065385,0.018835638328918634,4.990434547224448e-06
rho,-0.4875,13.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.06350705045588256,0.00486070351403263,4.957153917813106e-06
rho,-0.4875,15.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.027163325495166646,0.002596961860070487,4.0876496405228575e-06
rho,-0.4875,15.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2962823670475814,0.01981818251953357,2.3444309940746748e-06
rho,-0.4875,15.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.06193073980386998,0.005105677807054402,4.500114536922177e-06
rho,-0.4875,17.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.025430413681192476,0.00269139903944696,3.5064195339317545e-06
rho,-0.4875,17.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2947158013103035,0.02057412403560683,1.6611960749624965e-06
rho,-0.4875,17.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.059676761294895186,0.005294116221782698,1.8520924736180136e-06
rho,-0.4875,19.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.023382014631692982,0.0027567537774101434,4.11312216512044e-06
rho,-0.4875,19.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.29044653998471404,0.021079135958789828,4.294660501669807e-06
rho,-0.4875,19.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.05676461154314438,0.00542291402650855,4.11312216512044e-06
rho,-0.4875,21.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.02116967433175887,0.002820201515533465,7.74038617191135e-07
rho,-0.4875,21.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2854574708816813,0.02159450827508219,3.985339554726103e-06
rho,-0.4875,21.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.053584696654581876,0.005550514682589816,7.74038617191135e-07
rho,-0.4875,23.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.018631702428194785,0.0028401241693771584,9.387258718810722e-07
rho,-0.4875,23.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.27650898963611326,0.02166089987024319,3.485479449373335e-06
rho,-0.4875,23.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,False,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.04964148619774278,0.005581499196791199,9.387258718810722e-07
rho,-0.4875,25.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.01602103828122381,0.0028680178414006684,3.3818890391377728e-06
rho,-0.4875,25.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.2675519520655598,0.021815821336129724,3.290877489018273e-06
rho,-0.4875,25.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.04559856409889562,0.005630854238907966,1.353619202794018e-06
rho,-0.4875,27.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.013316218322813711,0.002897707556769248,4.69115616649594e-06
rho,-0.4875,27.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.25815600501778135,0.02199816680968733,4.5959500115846236e-06
rho,-0.4875,27.0,3,rho_geometry_not_converged,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",2.0,3.0,3.0,0.041386425288465034,0.005685103192203661,1.164505398142503e-06
rho,-0.4875,29.0,0,ok,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,0.00625,0.003125,0.010486758922240824,0.0029206839772004545,2.8905283035153767e-06
rho,-0.4875,29.0,1,geometry_tolerance_exceeded,rho_refinement_level,complete_candidate_diagnostics,True,6,"left,right,midpoint,position_error_MeV,density_error,maxwell_area",0.0,1.0,1.0,0.24763585719563252,0.0221013545833589,4.05031620266498e-06
