target_id,xi,T_MeV,method,rho,muq_MeV,source_curve_sha256
xi_0p35_T101,0.35,101,production_hybrid,3.41875,380.468279,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.425,380.677271,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.43125,380.886114,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.4375,381.094808,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.44375,381.303348,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.45,381.511733,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.45625,381.71996,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.4625,381.928027,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.46875,382.135932,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.475,382.343671,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.48125,382.551244,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.4875,382.758648,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.49375,382.96588,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.5,383.17294,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.50625,383.379823,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.5125,383.58653,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.51875,383.793058,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.525,383.999404,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.53125,384.205568,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.5375,384.411547,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.54375,384.61734,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.55,384.822945,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.55625,385.02836,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.5625,385.233584,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.56875,385.438616,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.575,385.643452,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.58125,385.848094,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.5875,386.052537,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.59375,386.256782,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.6,386.460827,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.60625,386.664671,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.6125,386.868311,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.61875,387.071748,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.625,387.27498,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.63125,387.478005,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.6375,387.680822,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.64375,387.88343,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.65,388.085828,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.65625,388.288016,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.6625,388.489991,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.66875,388.691753,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.675,388.8933,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.68125,389.094633,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.6875,389.295749,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.69375,389.496648,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.7,389.69733,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.70625,389.897792,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.7125,390.098034,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.71875,390.298056,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.725,390.497857,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.73125,390.697435,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.7375,390.89679,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.74375,391.095921,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.75,391.294828,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.75625,391.493509,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.7625,391.691965,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.76875,391.890194,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.775,392.088195,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.78125,392.285969,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.7875,392.483514,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.79375,392.680831,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.8,392.877917,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.80625,393.074773,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.8125,393.271398,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.81875,393.467792,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.825,393.663954,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.83125,393.859883,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.8375,394.05558,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.84375,394.251043,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.85,394.446273,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.85625,394.641268,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.8625,394.836028,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.86875,395.030554,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.875,395.224843,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.88125,395.418897,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.8875,395.612715,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.89375,395.806295,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.9,395.999639,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.90625,396.192746,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.9125,396.385614,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.91875,396.578245,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.925,396.770637,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.93125,396.962791,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.9375,397.154706,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.94375,397.346382,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.95,397.537818,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.95625,397.729014,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.9625,397.919971,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.96875,398.110687,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.975,398.301163,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.98125,398.491398,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.9875,398.681392,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,3.99375,398.871146,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,production_hybrid,4.0,399.060658,e98bf0e68c45601ee237a83a03ad32e7aba7ac336ab71a611b72156942041917
xi_0p35_T101,0.35,101,independent_oracle,0.0,-5e-06,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.003125,188.675174,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.00625,211.896724,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.009375,225.433281,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.0125,235.004546,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.015625,242.403053,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.01875,248.427252,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.021875,253.503061,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.025,257.884718,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.028125,261.736207,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.03125,265.169501,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.034375,268.264462,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.0375,271.080058,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.040625,273.661071,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.04375,276.042309,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.046875,278.251368,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.05,280.310492,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.053125,282.237876,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.05625,284.048594,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.059375,285.75527,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.0625,287.368585,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.065625,288.897658,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.06875,290.350331,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.071875,291.733402,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.075,293.052799,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.078125,294.313726,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.08125,295.520772,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.084375,296.678008,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.0875,297.789059,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.090625,298.85717,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.09375,299.885254,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.096875,300.87594,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.1,301.831605,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.103125,302.754405,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.10625,303.646305,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.109375,304.5091,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.1125,305.344429,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.115625,306.153802,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.11875,306.938603,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.121875,307.700111,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.125,308.439507,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.128125,309.157886,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.13125,309.85626,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.134375,310.535575,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.1375,311.196706,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.140625,311.840474,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.14375,312.467643,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.146875,313.078928,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.15,313.675,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.153125,314.256487,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.15625,314.82398,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.159375,315.378034,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.1625,315.919173,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.165625,316.447891,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.16875,316.964652,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.171875,317.469897,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.175,317.964041,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.178125,318.44748,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.18125,318.920587,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.184375,319.383715,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.1875,319.837203,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.190625,320.281369,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.19375,320.716517,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.196875,321.142938,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.2,321.560908,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.203125,321.970689,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.20625,322.372533,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.209375,322.766679,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.2125,323.153357,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.215625,323.532786,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.21875,323.905174,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.221875,324.270725,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.225,324.629628,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.228125,324.982069,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.23125,325.328224,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.234375,325.668264,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.2375,326.002351,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.240625,326.330642,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.24375,326.653287,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.246875,326.970432,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.25,327.282214,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.253125,327.588769,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.25625,327.890226,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.259375,328.186709,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.2625,328.478339,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.265625,328.76523,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.26875,329.047495,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.271875,329.325242,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.275,329.598575,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.278125,329.867593,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.28125,330.132396,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.284375,330.393076,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.2875,330.649724,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.290625,330.90243,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.29375,331.151277,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.296875,331.396348,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
xi_0p35_T101,0.35,101,independent_oracle,0.3,331.637723,22371a2dfbb35292b18623d2794018fc694e9185f9af4aef20eace6da16aebe6
