target_id,xi,T_MeV,method,rho,muq_MeV,source_curve_sha256
xi_m0p10_T41,-0.1,41,production_hybrid,1.80625,338.389787,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.8125,338.328324,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.81875,338.269934,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.825,338.214665,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.83125,338.162568,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.8375,338.11369,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.84375,338.068079,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.85,338.025782,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.85625,337.986844,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.8625,337.951311,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.86875,337.919227,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.875,337.890634,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.88125,337.865574,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.8875,337.844088,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.89375,337.826215,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.9,337.811992,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.90625,337.801454,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.9125,337.794637,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.91875,337.791572,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.921875,337.791456,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.925,337.79229,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.93125,337.796818,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.9375,337.805185,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.94375,337.817413,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.95,337.833524,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.95625,337.85354,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.9625,337.877476,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.96875,337.905347,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.975,337.937166,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.98125,337.972942,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.9875,338.012684,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,1.99375,338.056395,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.0,338.104077,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.00625,338.15573,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.0125,338.211349,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.01875,338.27093,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.025,338.334462,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.03125,338.401935,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.0375,338.473333,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.04375,338.548641,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.05,338.627839,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.05625,338.710904,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.0625,338.797812,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.06875,338.888536,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.075,338.983046,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.08125,339.081311,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.0875,339.183296,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.09375,339.288966,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.1,339.398282,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.10625,339.511204,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.1125,339.62769,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.11875,339.747695,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.125,339.871174,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.13125,339.998081,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.1375,340.128365,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.14375,340.261978,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.15,340.398868,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.15625,340.538983,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.1625,340.682269,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.16875,340.828671,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.175,340.978135,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.18125,341.130605,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.1875,341.286024,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.19375,341.444335,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.2,341.605481,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.20625,341.769404,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.2125,341.936046,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.21875,342.105349,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.225,342.277256,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.23125,342.451707,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.2375,342.628645,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.24375,342.808013,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.25,342.989752,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.25625,343.173806,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.2625,343.360118,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.26875,343.548631,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.275,343.739291,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.28125,343.932041,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.2875,344.126826,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.29375,344.323594,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.3,344.522291,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.30625,344.722863,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.3125,344.92526,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.31875,345.12943,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.325,345.335322,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.33125,345.542888,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.3375,345.752078,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.34375,345.962846,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.35,346.175143,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.35625,346.388924,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.3625,346.604144,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.36875,346.820759,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.375,347.038725,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.38125,347.258,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.3875,347.478542,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.39375,347.70031,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.4,347.923265,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.40625,348.147368,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.4125,348.372581,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.41875,348.598866,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.425,348.826188,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.43125,349.054511,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.4375,349.283801,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.44375,349.514024,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.45,349.745146,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.45625,349.977137,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.4625,350.209964,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.46875,350.443597,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.475,350.678007,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.48125,350.913164,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.4875,351.149041,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.49375,351.38561,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.5,351.622844,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.50625,351.860717,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.5125,352.099205,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.51875,352.338281,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.525,352.577923,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.53125,352.818107,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.5375,353.05881,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.540625,353.17935,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.54375,353.300011,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.55,353.541687,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.55625,353.783818,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.5625,354.026384,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.56875,354.269365,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.575,354.512741,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.58125,354.756494,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.5875,355.000606,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.59375,355.245059,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.6,355.489836,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.60625,355.734921,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.6125,355.980297,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.61875,356.225949,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.625,356.471861,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.63125,356.718018,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.6375,356.964406,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.64375,357.211011,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.65,357.457819,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.65625,357.704818,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.6625,357.951993,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.66875,358.199334,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.675,358.446827,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.68125,358.694461,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.6875,358.942225,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.69375,359.190106,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.7,359.438096,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.70625,359.686182,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.7125,359.934355,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.71875,360.182605,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.725,360.430923,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.73125,360.679298,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.7375,360.927722,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.74375,361.176187,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.75,361.424683,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.75625,361.673203,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.7625,361.921738,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.76875,362.17028,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.775,362.418822,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.78125,362.667356,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.7875,362.915876,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.79375,363.164374,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.8,363.412844,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.80625,363.661279,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.8125,363.909672,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.81875,364.158018,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.825,364.406311,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.83125,364.654544,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.8375,364.902712,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.84375,365.150809,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.85,365.398831,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.85625,365.646772,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.8625,365.894626,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.86875,366.14239,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.875,366.390058,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.88125,366.637626,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.8875,366.885089,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.89375,367.132443,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.9,367.379683,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
xi_m0p10_T41,-0.1,41,production_hybrid,2.90625,367.626806,54d2d5f4e36f17e9d330c38da6490cb4b57da31d2773cebb798974dd16cebe18
