surface,xi,xi_role,xi_left,xi_right,axis_low,axis_high,source_rows,coverage_status
maxwell,0.41875,derived_uniform,0.4125,0.425,1.0,111.6875,62,interpolated_common_support
maxwell,0.425,native_uniform,0.425,0.425,1.0,111.6875,61,native_support
maxwell,0.43125,native_uniform,0.43125,0.43125,1.0,111.3125,58,native_support
maxwell,0.4375,native_uniform,0.4375,0.4375,1.0,110.9375,62,native_support
maxwell,0.44375,native_uniform,0.44375,0.44375,1.0,110.5625,59,native_support
maxwell,0.45,native_uniform,0.45,0.45,1.0,110.1875,62,native_support
maxwell,0.45625,derived_uniform,0.45,0.4625,1.0,109.4375,64,interpolated_common_support
maxwell,0.4625,native_uniform,0.4625,0.4625,1.0,109.4375,63,native_support
maxwell,0.46875,derived_uniform,0.4625,0.475,1.0,108.625,61,interpolated_common_support
maxwell,0.475,native_uniform,0.475,0.475,1.0,108.625,57,native_support
maxwell,0.48125,derived_uniform,0.475,0.4875,1.0,107.8125,59,interpolated_common_support
maxwell,0.4875,native_uniform,0.4875,0.4875,1.0,107.8125,58,native_support
maxwell,0.49375,derived_uniform,0.4875,0.5,1.0,106.9375,64,interpolated_common_support
maxwell,0.5,native_uniform,0.5,0.5,1.0,106.9375,63,native_support
spinodal,-0.5,native_uniform,-0.5,-0.5,5.0,145.0,98,native_support
spinodal,-0.49375,derived_uniform,-0.5,-0.4875,9.0,145.0,97,interpolated_common_support
spinodal,-0.4875,native_uniform,-0.4875,-0.4875,9.0,145.0,95,native_support
spinodal,-0.48125,derived_uniform,-0.4875,-0.475,9.0,145.0,97,interpolated_common_support
spinodal,-0.475,native_uniform,-0.475,-0.475,5.0,145.0,91,native_support
spinodal,-0.46875,native_uniform,-0.46875,-0.46875,5.0,145.0,91,native_support
spinodal,-0.4625,native_uniform,-0.4625,-0.4625,9.0,145.0,94,native_support
spinodal,-0.45625,native_uniform,-0.45625,-0.45625,5.0,145.0,94,native_support
spinodal,-0.45,native_uniform,-0.45,-0.45,5.0,145.0,95,native_support
spinodal,-0.44375,derived_uniform,-0.45,-0.4375,11.0,145.0,95,interpolated_common_support
spinodal,-0.4375,native_uniform,-0.4375,-0.4375,11.0,145.0,95,native_support
spinodal,-0.43125,derived_uniform,-0.4375,-0.425,11.0,141.0,88,interpolated_common_support
spinodal,-0.425,native_uniform,-0.425,-0.425,5.0,141.0,89,native_support
spinodal,-0.41875,derived_uniform,-0.425,-0.4125,5.0,141.0,92,interpolated_common_support
spinodal,-0.4125,native_uniform,-0.4125,-0.4125,5.0,141.0,86,native_support
spinodal,-0.40625,derived_uniform,-0.4125,-0.4,7.0,141.0,90,interpolated_common_support
spinodal,-0.4,native_uniform,-0.4,-0.4,7.0,141.0,88,native_support
spinodal,-0.39375,derived_uniform,-0.4,-0.3875,7.0,141.0,91,interpolated_common_support
spinodal,-0.3875,native_uniform,-0.3875,-0.3875,5.0,141.0,91,native_support
spinodal,-0.38125,derived_uniform,-0.3875,-0.375,5.0,141.0,92,interpolated_common_support
spinodal,-0.375,native_uniform,-0.375,-0.375,5.0,141.0,90,native_support
spinodal,-0.36875,derived_uniform,-0.375,-0.3625,7.0,141.0,92,interpolated_common_support
spinodal,-0.3625,native_uniform,-0.3625,-0.3625,7.0,141.0,89,native_support
spinodal,-0.35625,derived_uniform,-0.3625,-0.35,7.0,141.0,93,interpolated_common_support
spinodal,-0.35,native_uniform,-0.35,-0.35,5.0,141.0,87,native_support
spinodal,-0.34375,native_uniform,-0.34375,-0.34375,11.0,141.0,86,native_support
spinodal,-0.3375,native_uniform,-0.3375,-0.3375,5.0,141.0,90,native_support
spinodal,-0.33125,native_uniform,-0.33125,-0.33125,5.0,141.0,91,native_support
spinodal,-0.325,native_uniform,-0.325,-0.325,5.0,141.0,90,native_support
spinodal,-0.31875,derived_uniform,-0.325,-0.3125,9.0,141.0,90,interpolated_common_support
spinodal,-0.3125,native_uniform,-0.3125,-0.3125,9.0,141.0,90,native_support
spinodal,-0.30625,derived_uniform,-0.3125,-0.3,9.0,137.0,82,interpolated_common_support
spinodal,-0.3,native_uniform,-0.3,-0.3,5.0,137.0,80,native_support
spinodal,-0.29375,derived_uniform,-0.3,-0.2875,5.0,137.0,86,interpolated_common_support
spinodal,-0.2875,native_uniform,-0.2875,-0.2875,5.0,137.0,84,native_support
spinodal,-0.28125,derived_uniform,-0.2875,-0.275,5.0,137.0,86,interpolated_common_support
spinodal,-0.275,native_uniform,-0.275,-0.275,5.0,137.0,85,native_support
spinodal,-0.26875,derived_uniform,-0.275,-0.2625,5.0,137.0,86,interpolated_common_support
spinodal,-0.2625,native_uniform,-0.2625,-0.2625,5.0,137.0,85,native_support
spinodal,-0.25625,derived_uniform,-0.2625,-0.25,5.0,137.0,86,interpolated_common_support
spinodal,-0.25,native_uniform,-0.25,-0.25,5.0,137.0,81,native_support
spinodal,-0.24375,derived_uniform,-0.25,-0.2375,7.0,137.0,84,interpolated_common_support
spinodal,-0.2375,native_uniform,-0.2375,-0.2375,7.0,137.0,82,native_support
spinodal,-0.23125,derived_uniform,-0.2375,-0.225,7.0,137.0,86,interpolated_common_support
spinodal,-0.225,native_uniform,-0.225,-0.225,5.0,137.0,86,native_support
spinodal,-0.21875,native_uniform,-0.21875,-0.21875,5.0,137.0,85,native_support
spinodal,-0.2125,native_uniform,-0.2125,-0.2125,5.0,137.0,85,native_support
spinodal,-0.20625,native_uniform,-0.20625,-0.20625,5.0,137.0,82,native_support
spinodal,-0.2,native_uniform,-0.2,-0.2,5.0,137.0,82,native_support
spinodal,-0.19375,derived_uniform,-0.2,-0.1875,5.0,137.0,84,interpolated_common_support
spinodal,-0.1875,native_uniform,-0.1875,-0.1875,5.0,137.0,83,native_support
spinodal,-0.18125,derived_uniform,-0.1875,-0.175,5.0,132.0,76,interpolated_common_support
spinodal,-0.175,native_uniform,-0.175,-0.175,5.0,132.0,74,native_support
spinodal,-0.16875,derived_uniform,-0.175,-0.1625,5.0,132.0,78,interpolated_common_support
spinodal,-0.1625,native_uniform,-0.1625,-0.1625,5.0,133.0,80,native_support
spinodal,-0.15625,derived_uniform,-0.1625,-0.15,5.0,133.0,80,interpolated_common_support
spinodal,-0.15,native_uniform,-0.15,-0.15,5.0,133.0,78,native_support
spinodal,-0.14375,derived_uniform,-0.15,-0.1375,5.0,133.0,80,interpolated_common_support
spinodal,-0.1375,native_uniform,-0.1375,-0.1375,5.0,133.0,78,native_support
spinodal,-0.13125,derived_uniform,-0.1375,-0.125,5.0,133.0,80,interpolated_common_support
spinodal,-0.125,native_uniform,-0.125,-0.125,5.0,133.0,77,native_support
spinodal,-0.11875,derived_uniform,-0.125,-0.1125,5.0,133.0,79,interpolated_common_support
spinodal,-0.1125,native_uniform,-0.1125,-0.1125,5.0,133.0,78,native_support
spinodal,-0.10625,derived_uniform,-0.1125,-0.1,9.0,133.0,77,interpolated_common_support
spinodal,-0.1,native_uniform,-0.1,-0.1,9.0,133.0,75,native_support
spinodal,-0.09375,derived_uniform,-0.1,-0.075,9.0,133.0,81,interpolated_common_support
spinodal,-0.0875,derived_uniform,-0.1,-0.075,9.0,133.0,81,interpolated_common_support
spinodal,-0.08125,derived_uniform,-0.1,-0.075,9.0,133.0,81,interpolated_common_support
spinodal,-0.075,native_uniform,-0.075,-0.075,5.0,133.0,81,native_support
spinodal,-0.06875,derived_uniform,-0.075,-0.05,5.0,129.0,75,interpolated_common_support
spinodal,-0.0625,derived_uniform,-0.075,-0.05,5.0,129.0,75,interpolated_common_support
spinodal,-0.05625,derived_uniform,-0.075,-0.05,5.0,129.0,75,interpolated_common_support
spinodal,-0.05,native_uniform,-0.05,-0.05,5.0,129.0,74,native_support
spinodal,-0.04375,derived_uniform,-0.05,-0.0375,5.0,129.0,74,interpolated_common_support
spinodal,-0.0375,native_uniform,-0.0375,-0.0375,5.0,129.0,72,native_support
spinodal,-0.03125,derived_uniform,-0.0375,-0.025,5.0,129.0,76,interpolated_common_support
spinodal,-0.025,native_uniform,-0.025,-0.025,5.0,129.0,74,native_support
spinodal,-0.01875,derived_uniform,-0.025,-0.0125,5.0,129.0,77,interpolated_common_support
spinodal,-0.0125,native_uniform,-0.0125,-0.0125,5.0,129.0,73,native_support
spinodal,-0.00625,derived_uniform,-0.0125,0.0,5.0,129.0,76,interpolated_common_support
spinodal,0.0,native_uniform,0.0,0.0,5.0,129.0,74,native_support
spinodal,0.00625,derived_uniform,0.0,0.0125,5.0,129.0,75,interpolated_common_support
spinodal,0.0125,native_uniform,0.0125,0.0125,5.0,129.0,73,native_support
spinodal,0.01875,derived_uniform,0.0125,0.025,5.0,129.0,76,interpolated_common_support
spinodal,0.025,native_uniform,0.025,0.025,1.0,129.0,78,native_support
spinodal,0.03125,native_uniform,0.03125,0.03125,1.0,129.0,77,native_support
spinodal,0.0375,native_uniform,0.0375,0.0375,1.0,129.0,77,native_support
spinodal,0.04375,native_uniform,0.04375,0.04375,1.0,129.0,76,native_support
spinodal,0.05,native_uniform,0.05,0.05,1.0,129.0,77,native_support
spinodal,0.05625,derived_uniform,0.05,0.0625,1.0,125.0,70,interpolated_common_support
spinodal,0.0625,native_uniform,0.0625,0.0625,1.0,125.0,69,native_support
spinodal,0.06875,derived_uniform,0.0625,0.075,1.0,125.0,71,interpolated_common_support
spinodal,0.075,native_uniform,0.075,0.075,1.0,125.0,68,native_support
spinodal,0.08125,derived_uniform,0.075,0.0875,1.0,125.0,72,interpolated_common_support
spinodal,0.0875,native_uniform,0.0875,0.0875,1.0,125.0,71,native_support
spinodal,0.09375,derived_uniform,0.0875,0.1,1.0,125.0,73,interpolated_common_support
spinodal,0.1,native_uniform,0.1,0.1,1.0,125.0,73,native_support
spinodal,0.10625,derived_uniform,0.1,0.1125,1.0,125.0,73,interpolated_common_support
spinodal,0.1125,native_uniform,0.1125,0.1125,1.0,125.0,68,native_support
spinodal,0.11875,derived_uniform,0.1125,0.125,1.0,125.0,73,interpolated_common_support
spinodal,0.125,native_uniform,0.125,0.125,1.0,125.0,72,native_support
spinodal,0.13125,native_uniform,0.13125,0.13125,1.0,125.0,73,native_support
spinodal,0.1375,native_uniform,0.1375,0.1375,1.0,125.0,73,native_support
spinodal,0.14375,native_uniform,0.14375,0.14375,1.0,125.0,70,native_support
spinodal,0.15,native_uniform,0.15,0.15,1.0,125.0,73,native_support
spinodal,0.15625,derived_uniform,0.15,0.1625,1.0,121.0,67,interpolated_common_support
spinodal,0.1625,native_uniform,0.1625,0.1625,1.0,121.0,66,native_support
spinodal,0.16875,derived_uniform,0.1625,0.175,1.0,121.0,67,interpolated_common_support
spinodal,0.175,native_uniform,0.175,0.175,1.0,121.0,65,native_support
spinodal,0.18125,derived_uniform,0.175,0.1875,1.0,121.0,69,interpolated_common_support
spinodal,0.1875,native_uniform,0.1875,0.1875,1.0,121.0,66,native_support
spinodal,0.19375,derived_uniform,0.1875,0.2,1.0,121.0,69,interpolated_common_support
spinodal,0.2,native_uniform,0.2,0.2,1.0,121.0,67,native_support
spinodal,0.20625,derived_uniform,0.2,0.225,1.0,121.0,69,interpolated_common_support
spinodal,0.2125,derived_uniform,0.2,0.225,1.0,121.0,69,interpolated_common_support
spinodal,0.21875,derived_uniform,0.2,0.225,1.0,121.0,69,interpolated_common_support
spinodal,0.225,native_uniform,0.225,0.225,1.0,121.0,67,native_support
spinodal,0.23125,derived_uniform,0.225,0.25,3.0,117.0,62,interpolated_common_support
spinodal,0.2375,derived_uniform,0.225,0.25,3.0,117.0,62,interpolated_common_support
spinodal,0.24375,derived_uniform,0.225,0.25,3.0,117.0,62,interpolated_common_support
spinodal,0.25,native_uniform,0.25,0.25,3.0,117.0,61,native_support
spinodal,0.25625,derived_uniform,0.25,0.2625,3.0,117.0,62,interpolated_common_support
spinodal,0.2625,native_uniform,0.2625,0.2625,1.0,117.0,61,native_support
spinodal,0.26875,derived_uniform,0.2625,0.275,1.0,117.0,63,interpolated_common_support
spinodal,0.275,native_uniform,0.275,0.275,1.0,117.0,60,native_support
spinodal,0.28125,derived_uniform,0.275,0.2875,13.0,117.0,59,interpolated_common_support
spinodal,0.2875,native_uniform,0.2875,0.2875,13.0,117.0,57,native_support
spinodal,0.29375,derived_uniform,0.2875,0.3,13.0,117.0,61,interpolated_common_support
spinodal,0.3,native_uniform,0.3,0.3,1.0,117.0,59,native_support
spinodal,0.30625,native_uniform,0.30625,0.30625,1.0,117.0,60,native_support
spinodal,0.3125,native_uniform,0.3125,0.3125,1.0,116.5,59,native_support
spinodal,0.31875,native_uniform,0.31875,0.31875,1.0,117.0,62,native_support
spinodal,0.325,native_uniform,0.325,0.325,1.0,117.0,61,native_support
spinodal,0.33125,derived_uniform,0.325,0.3375,1.0,113.0,61,interpolated_common_support
spinodal,0.3375,native_uniform,0.3375,0.3375,1.0,113.0,59,native_support
spinodal,0.34375,derived_uniform,0.3375,0.35,1.0,113.0,61,interpolated_common_support
spinodal,0.35,native_uniform,0.35,0.35,1.0,113.0,59,native_support
spinodal,0.35625,derived_uniform,0.35,0.3625,1.0,113.0,63,interpolated_common_support
spinodal,0.3625,native_uniform,0.3625,0.3625,1.0,113.0,60,native_support
spinodal,0.36875,derived_uniform,0.3625,0.375,1.0,113.0,63,interpolated_common_support
spinodal,0.375,native_uniform,0.375,0.375,1.0,113.0,60,native_support
spinodal,0.38125,native_uniform,0.38125,0.38125,1.0,113.0,62,native_support
spinodal,0.3875,native_uniform,0.3875,0.3875,1.0,113.0,60,native_support
spinodal,0.39375,native_uniform,0.39375,0.39375,1.0,113.0,60,native_support
spinodal,0.4,native_uniform,0.4,0.4,1.0,112.5,61,native_support
spinodal,0.40625,derived_uniform,0.4,0.4125,1.0,109.0,56,interpolated_common_support
spinodal,0.4125,native_uniform,0.4125,0.4125,1.0,109.0,51,native_support
spinodal,0.41875,derived_uniform,0.4125,0.425,1.0,109.0,58,interpolated_common_support
spinodal,0.425,native_uniform,0.425,0.425,1.0,109.0,57,native_support
spinodal,0.43125,native_uniform,0.43125,0.43125,1.0,109.0,55,native_support
spinodal,0.4375,native_uniform,0.4375,0.4375,1.0,109.0,57,native_support
spinodal,0.44375,native_uniform,0.44375,0.44375,1.0,109.0,56,native_support
spinodal,0.45,native_uniform,0.45,0.45,1.0,109.0,59,native_support
spinodal,0.45625,derived_uniform,0.45,0.4625,1.0,109.0,61,interpolated_common_support
spinodal,0.4625,native_uniform,0.4625,0.4625,1.0,109.0,58,native_support
spinodal,0.46875,derived_uniform,0.4625,0.475,1.0,105.0,55,interpolated_common_support
spinodal,0.475,native_uniform,0.475,0.475,1.0,105.0,54,native_support
spinodal,0.48125,derived_uniform,0.475,0.4875,1.0,105.0,55,interpolated_common_support
spinodal,0.4875,native_uniform,0.4875,0.4875,1.0,105.0,54,native_support
spinodal,0.49375,derived_uniform,0.4875,0.5,1.0,105.0,59,interpolated_common_support
spinodal,0.5,native_uniform,0.5,0.5,1.0,105.0,57,native_support
