mode,key,xi,field,role,old,new,abs_delta,rel_delta,signed_rel_delta
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,T_MeV,unchanged_contract,200.1529177469735,200.1529177469735,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,muq_MeV,unchanged_contract,0.0,0.0,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,muB_MeV,unchanged_contract,0.0,0.0,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,xi,unchanged_contract,-0.5,-0.5,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,T_phase_base_MeV,unchanged_contract,200.1529177469735,200.1529177469735,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,alpha_T,unchanged_contract,1.0,1.0,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,Phi,unchanged_contract,0.6523572725192714,0.6523572725192714,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,Phibar,unchanged_contract,0.6523572725192714,0.6523572725192714,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,m_u,unchanged_contract,0.14163570284208435,0.14163570284208446,1.1102230246251565e-16,7.838581673598149e-16,7.838581673598155e-16
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,m_d,unchanged_contract,0.1416357028420844,0.1416357028420844,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,m_s,unchanged_contract,1.932041609293686,1.9320416092936858,2.220446049250313e-16,1.149274445524008e-16,-1.149274445524008e-16
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,rho_baryon,unchanged_contract,0.0,0.0,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,rho_norm,unchanged_contract,0.0,0.0,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,P_fm4inv,unchanged_contract,23.44799161277538,23.447991612775382,3.552713678800501e-15,1.5151462596331037e-16,1.515146259633104e-16
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,epsilon_fm4inv,unchanged_contract,-6.679309366178305,-6.679309366178309,3.552713678800501e-15,5.318983571550381e-16,-5.318983571550383e-16
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,s_fm3inv,unchanged_contract,16.531927039860115,16.531927039860115,0.0,0.0,0.0
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,tau_u,unchanged_contract,0.6121703123602692,0.6121703123602699,6.661338147750939e-16,1.0881511261249564e-15,1.0881511261249576e-15
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,tau_d,unchanged_contract,0.6121703123602692,0.6121703123602699,6.661338147750939e-16,1.0881511261249564e-15,1.0881511261249576e-15
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,tau_s,unchanged_contract,1.0789256410455719,1.0789256410452104,3.6148861681795097e-13,3.35044977212366e-13,-3.35044977212366e-13
mode_a_fixed_muB_phase_scaled,0.0000000000|1.0000000000|-0.5000000000,-0.5,tau_ubar,unchanged_contract,0.6121703123609109,0.6121703123609117,7.771561172376096e-16,1.2695096471444514e-15,1.269509647144453e-15
