# y_unit.M_K: fm^-1
# y_unit.Gamma_pi: fm^-1
# y_unit.M_sigma_prime: fm^-1
# y_unit.Gamma_sigma: fm^-1
# y_unit.M_pi: fm^-1
# y_unit.Gamma_K: fm^-1
# script: scripts/relaxtime/run_mott_phase_scan.jl
# y_unit.m_u: fm^-1
# y_unit.M_sigma: fm^-1
# y_unit.Gamma_eta: fm^-1
# y_unit.Gamma_sigma_prime: fm^-1
# y_unit.m_d: fm^-1
# y_unit.Gamma_eta_prime: fm^-1
# format: scan_csv_v1
# x_unit: MeV
# y_unit.M_eta: fm^-1
# y_unit.M_eta_prime: fm^-1
# y_unit.m_s: fm^-1
# x_label: Temperature
run_id,T_MeV,muB_MeV,xi,M_pi,M_K,Gamma_pi,Gamma_K,residual_pi,residual_K,root_quality_pi,root_quality_K,root_sign_flipped_pi,root_sign_flipped_K,selected_method_pi,selected_method_K,governance_candidate_count_pi,governance_candidate_count_K,governance_selection_reason_pi,governance_selection_reason_K,second_pass_triggered_pi,second_pass_triggered_K,second_pass_candidate_count_pi,second_pass_candidate_count_K,m_u,m_d,m_s,status,error_code,error_message,timestamp_utc
20260531T111737_be201d00,100.0,800.0,-0.3,0.6817064406081615,2.5216791397651446,0.0,0.0,8.711853460852126e-11,3.40305561508103e-12,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.83777330536825,1.8377733053682501,2.7723087419329064,ok,,,2026-05-31T11:17:38Z
20260531T111737_be201d00,105.0,800.0,-0.3,0.6804469645617076,2.5213366304040563,0.0,0.0,5.5067062021407764e-14,6.793247298020333e-9,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8264122163402445,1.8264122163402454,2.7665097720887366,ok,,,2026-05-31T11:18:12Z
20260531T111737_be201d00,110.0,800.0,-0.3,0.6784697724774217,2.520757407640578,0.0,0.0,3.377298440909726e-13,6.661338147750939e-16,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8096963232778633,1.8096963232778633,2.7578438457636674,ok,,,2026-05-31T11:18:14Z
20260531T111737_be201d00,115.0,800.0,-0.3,0.675307708082128,2.5198093334043623,0.0,0.0,2.2537527399890678e-12,6.8833827526759706e-15,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.7843331261617768,1.7843331261617768,2.7445456542728914,ok,,,2026-05-31T11:18:14Z
20260531T111737_be201d00,120.0,800.0,-0.3,0.670073602728349,2.5183196849417993,0.0,0.0,1.7496004645067842e-11,4.418687638008123e-14,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.743745706520344,1.7437457065203443,2.723185587336202,ok,,,2026-05-31T11:18:14Z
20260531T111737_be201d00,125.0,800.0,-0.3,0.6607710853766626,2.5162322593551383,0.0,0.0,1.852276110270168e-10,1.8629542353210127e-13,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.671602725998206,1.6716027259982051,2.685639143538072,ok,,,2026-05-31T11:18:15Z
20260531T111737_be201d00,130.0,800.0,-0.3,0.6406796491715665,2.516252670562303,0.0,0.0,4.6216721560909946e-9,3.127231806843156e-11,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.497818067405859,1.4978180674058588,2.60003796538371,ok,,,2026-05-31T11:18:15Z
20260531T111737_be201d00,135.0,800.0,-0.3,0.9501617698267253,2.7561672388482457,0.1102835497329125,0.29128225295250215,2.770440202445179e-11,9.592326932761353e-14,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,0.32097785432057824,0.32097785432057807,2.2365100863105227,ok,,,2026-05-31T11:18:15Z
20260531T111737_be201d00,140.0,800.0,-0.3,1.1050222185929426,2.828420326725601,0.19870697105371032,0.4237381264201005,1.2660665849040242e-9,2.369215934550084e-13,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,0.24304110784094857,0.24304110784094882,2.1970499827056047,ok,,,2026-05-31T11:18:15Z
20260531T111737_be201d00,145.0,800.0,-0.3,1.2410914818988843,2.872117411814442,0.28641148378056525,0.5136400812858151,2.8577901392722003e-10,4.644049075773918e-15,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,0.19616915130053386,0.19616915130053372,2.156600621442701,ok,,,2026-05-31T11:18:16Z
