surface,xi,T_MeV,mu_spinodal_hadron_MeV,mu_spinodal_quark_MeV,layer,status,interpolation_method,source_layer,source_xi_left,source_xi_right,source_axis_low,source_axis_high,xi_gap,reference_write
spinodal,-0.4875,108.0,297.3634223786354,272.16995221774306,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,109.0,295.632964364486,271.1464345999515,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,110.0,293.87125472932547,270.09416893324425,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,111.0,292.0778322141622,269.01256385086225,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,112.0,290.2522230945921,267.9010266526582,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,113.0,288.393963776703,266.75896438849077,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,114.0,286.50258711160905,265.5857801249099,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,115.0,284.5776269029414,264.38087896324845,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,116.0,282.61861994408747,263.1436640907908,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,117.0,280.6251077157314,261.8735389624114,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,118.0,278.59663897067423,260.56989920945955,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,119.0,276.53277067585503,259.23214417514924,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,120.0,274.43308054844874,257.8596705499437,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,121.0,272.29715415131886,256.45186136123834,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,122.0,270.1246077691996,255.00810242871387,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,123.0,267.9150852570257,253.52777160889485,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,124.0,265.66826054099215,252.0102259274332,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,125.0,263.3838569901695,250.45482380512377,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,126.0,261.06164736773746,248.86089567503743,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,127.0,258.7014727131175,247.22775100092298,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,128.0,256.303244830874,245.55468726614063,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,129.0,253.86696497005875,243.84095895168474,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,130.0,251.392741321371,242.0857880135356,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,131.0,248.88080157955633,240.28835214992787,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,132.0,246.33151175160054,238.44777788686653,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,133.0,243.74539388752663,236.56313373121105,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,134.0,241.1231491668927,234.63339634971777,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,135.0,238.46567316770233,232.65747555149855,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,136.0,235.77407686435518,230.6341548228287,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,137.0,233.04970440317115,228.56209115983197,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,138.0,230.2941551703353,226.43978492574067,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,139.0,227.509302693167,224.2655144557281,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,140.0,224.69732353406758,222.0373199246788,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,141.0,221.8607460649442,219.75288292662685,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,142.0,219.00253140977355,217.40940339932396,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,143.0,216.12624444699745,215.00339242851783,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,143.5,214.68268263825505,213.775554376626,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,144.0,213.23633814572537,212.53023079814344,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,144.5,211.78828299262545,211.26651965531278,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.4875,145.0,210.3393992131064,209.983253289877,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.4875,-0.4875,9.0,145.0,0.0,False
spinodal,-0.48125,9.0,372.63506471226407,303.28388365983176,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,11.0,372.3863433195292,303.25249816603025,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,13.0,372.08332351306024,303.2135608523679,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,15.0,371.70252899762903,303.1622785167026,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,17.0,371.296147657371,303.1067353857685,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,19.0,370.86520777595643,303.0466802393154,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,21.0,370.3630050192402,302.97269283070193,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,23.0,369.8047439856132,302.88595580258016,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,25.0,369.22482694210817,302.7939007521018,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,27.0,368.5915649760734,302.68788836378974,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,29.0,367.9065262091744,302.56677153335636,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,31.0,367.200903333689,302.4393207703134,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,33.0,366.4445822566469,302.2953237147669,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,35.0,365.6478962977489,302.13713760776295,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,37.0,364.81086927126637,301.9639318619398,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,39.0,363.9331939096359,301.7748084802728,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,41.0,363.01456685656905,301.56881539535857,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,43.0,362.05441572922706,301.3449468549831,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,45.0,361.0520479106526,301.1021329782167,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,47.0,360.0066218845684,300.8392391168746,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,49.0,358.9171440648322,300.55505762940805,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,51.0,357.7824846883548,300.24830731359475,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,53.0,356.58950394556234,299.91130524307147,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,55.0,355.3601255067605,299.55483897916343,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,57.0,354.09430065739036,299.17863158996994,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,59.0,352.7651511342436,298.7671495990114,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,61.0,351.38331422429746,298.3254121751781,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,63.0,349.946935635696,297.85158965622674,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,65.0,348.454047905527,297.34374596133176,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,67.0,346.9025703936542,296.79982388655026,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,69.0,345.29033245267755,296.21764820068165,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,71.0,343.59875891631145,295.58421673146705,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,73.0,341.87432437871973,294.9292369426248,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,75.0,340.06571473258003,294.21801013395907,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,77.0,338.1866516084512,293.45855420651344,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,79.0,336.2344890292448,292.64802748893686,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,81.0,334.2065089171872,291.7834484891383,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,83.0,332.0999002711582,290.8616932977653,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,85.0,329.91179776997336,289.8794865803155,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,87.0,327.6392545361457,288.8334031093787,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,89.0,325.2792596499606,287.7198707312929,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,91.0,322.82874852981644,286.5351827261068,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,93.0,320.2845766568899,285.27547479584166,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,94.0,318.9702397937221,284.6112005721813,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,95.0,317.64354874513987,283.9367633885802,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,96.0,316.27936343168085,283.23118554098056,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,97.0,314.9024158389728,282.51492377857335,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,98.0,313.49327251559066,281.7715089515219,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,99.0,312.0578501467694,281.0057147756185,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,100.0,310.59573064579433,280.21699005362154,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,101.0,309.1064827090236,279.40478478105496,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,102.0,307.5896741113645,278.5685383660553,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,103.0,306.04486642911746,277.7076848587534,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,104.0,304.4716224447169,276.8216577241265,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,105.0,302.8695005104739,275.9098814470273,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,106.0,301.2380485688193,274.97177978037445,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,107.0,299.5768174669159,274.00677146395935,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,108.0,297.885352723791,273.01427272216813,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,109.0,296.16319630160547,271.993697538582,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,110.0,294.40988568858376,270.94445719007285,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,111.0,292.62496146546755,269.86596198616087,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,112.0,290.8079554574285,268.7576212974822,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,113.0,288.9584039777219,267.6188418632061,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,114.0,287.0758431537554,266.4490297946303,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,115.0,285.1598050438172,265.24759128685076,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,116.0,283.20983350196326,264.01393201660227,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,117.0,281.22547196551903,262.74745380366426,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,118.0,279.206272887743,261.4475569727687,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,119.0,277.1517971550043,260.1136430100422,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,120.0,275.061627236885,258.7451058497334,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,121.0,272.9262694206339,257.3323988666991,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,122.0,270.77260161188815,255.90171701175524,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,123.0,268.5730169566042,254.42562762387868,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,124.0,266.33628514359674,252.91243278617722,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,125.0,264.06213748558395,251.36148474366735,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,126.0,261.75035754585195,249.7721222648025,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,127.0,259.4007955425738,248.14365673232,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,128.0,257.0133785270206,246.47538065239775,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,129.0,254.5881216550579,244.7665571490198,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,130.0,252.12514982305007,243.01640774908267,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,131.0,249.6247096166595,241.2241115512138,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,132.0,247.08718811760346,239.38879793277525,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,133.0,244.51313356802214,237.50952781948993,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,134.0,241.90327357022844,235.58528827356875,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,135.0,239.2585366226765,233.6149775977847,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,136.0,236.58007047526016,231.59737802294748,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,137.0,233.86926416688078,229.53113884980834,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,138.0,231.12776674539103,227.41474430751282,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,139.0,228.35751468407622,225.2464620044439,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,140.0,225.560760576676,223.0242921804668,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,141.0,222.74013093475057,220.74586997153344,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,142.0,219.89872056341358,218.40831341841184,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,143.0,217.04029165632627,216.00799144376808,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
spinodal,-0.48125,143.5,215.60614910982093,214.78283628237546,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.4875,-0.475,9.0,145.0,0.012500000000000011,False
