xi,mu_crossover_MeV,T_crossover_MeV,mu_maxwell_interp_MeV,mu_spinodal_low_interp_MeV,mu_spinodal_high_interp_MeV,relation_to_spinodals,relation_to_maxwell
0,24.069285322,199.658754952,,,,above_maxwell_T_range,outside_boundary_T_range
0,48.1385706441,198.347911348,,,,above_maxwell_T_range,outside_boundary_T_range
0,72.2078559661,196.163925634,,,,above_maxwell_T_range,outside_boundary_T_range
0,96.2771412881,193.070511092,,,,above_maxwell_T_range,outside_boundary_T_range
0,120.34642661,189.033403192,,,,above_maxwell_T_range,outside_boundary_T_range
0,144.415711932,184.032436388,,,,above_maxwell_T_range,outside_boundary_T_range
0,168.484997254,178.031323959,,,,above_maxwell_T_range,outside_boundary_T_range
0,192.554282576,171.018227804,,,,above_maxwell_T_range,outside_boundary_T_range
0,216.623567898,163.046566904,,,,above_maxwell_T_range,outside_boundary_T_range
0,240.69285322,154.1879036,,,,above_maxwell_T_range,outside_boundary_T_range
0,264.762138542,144.226539775,,,,above_maxwell_T_range,outside_boundary_T_range
0,288.831423864,132.329903101,,,,above_maxwell_T_range,outside_boundary_T_range
0,312.900709186,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0,336.969994508,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0,361.03927983,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,0,200.463606692,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,24.105534775,200.030188265,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,48.21106955,198.722616632,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,72.316604325,196.534347852,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,96.4221391,193.428084112,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,120.527673875,189.385682052,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,144.63320865,184.370854954,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,168.738743425,178.352610261,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,192.8442782,171.31708768,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,216.949812975,163.326272327,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,241.05534775,154.441910627,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,265.160882525,144.466686508,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,289.2664173,132.570049834,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,313.371952075,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,337.47748685,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.0125,361.583021625,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,0,200.835040005,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,24.1439346176,200.396327417,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,48.2878692353,199.094049945,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,72.4318038529,196.891920872,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,96.5757384706,193.785657132,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,120.719673088,189.737960911,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,144.863607706,184.706001549,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,169.007542324,178.668602402,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,193.151476941,171.610653396,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,217.295411559,163.594139646,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,241.439346176,154.685329332,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,265.583280794,144.692972949,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,289.727215412,132.796336275,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,313.871150029,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,338.015084647,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.025,362.159019265,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,0,201.201179157,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,24.1793450516,200.762466569,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,48.3586901033,199.451622965,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,72.5380351549,197.258060024,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,96.7173802065,194.137935991,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,120.896725258,190.081673638,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,145.07607031,185.040137049,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,169.255415361,178.985605638,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,193.434760413,171.909513273,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,217.614105465,163.865278937,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,241.793450516,154.925476065,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,265.972795568,144.927825522,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,290.15214062,133.031188848,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,314.331485671,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,338.510830723,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.0375,362.690175775,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,0,201.567318309,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,24.2143509214,201.128605721,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,48.4287018427,199.817762117,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,72.6430527641,197.610338883,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,96.8574036854,194.49021485,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,121.071754607,190.425386364,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,145.286105528,185.375283643,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,169.50045645,179.30689194,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,193.714807371,172.203078989,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,217.929158292,164.127852095,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,242.143509214,155.174188931,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,266.357860135,145.162678094,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,290.572211056,133.26604142,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,314.786561978,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,339.000912899,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.05,363.21526382,129.00907168,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,0,202.285792497,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,24.2831795562,201.845630209,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,48.5663591124,200.529580756,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,72.8495386686,198.317799434,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,97.1327182248,195.188099189,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,121.415897781,191.103933204,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,145.699077337,186.03004948,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,169.982256893,179.930948732,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,194.26543645,172.786786255,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,218.548616006,164.658390981,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,242.831795562,155.654108543,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,267.114975118,145.619124138,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,291.398154674,133.725067303,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,315.68133423,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,339.964513787,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.075,364.247693343,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,0,202.989115218,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,24.3504816867,202.55234281,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,48.7009633735,201.231855947,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,73.0514450602,199.006762392,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,97.401926747,195.868187325,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,121.752408434,191.773051457,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,146.10289012,186.675933149,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,170.453371807,180.544722995,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,194.803853494,173.36296617,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,219.154335181,165.182616786,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,243.504816867,156.122990357,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,267.855298554,146.064771367,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,292.205780241,134.169667001,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,316.556261928,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,340.906743614,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.1,365.257225301,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,0,203.339729047,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,24.3835781518,202.89956676,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,48.7671563036,201.573594955,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,73.1507344554,199.3485014,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,97.5343126072,196.204441392,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,121.917890759,192.097040822,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,146.301468911,186.994437573,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,170.685047063,180.848867655,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,195.068625214,173.643876246,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,219.452203366,165.431417456,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,243.835781518,156.351946322,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,268.21935967,146.284852511,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,292.602937822,134.395233087,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,316.986515974,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,341.370094125,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.1125,365.753672277,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,0,203.686952997,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,24.4163138431,203.246790709,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,48.8326276862,201.920818904,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,73.2489415293,199.690240408,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,97.6652553724,196.537305579,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,122.081569216,192.424420067,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,146.497883059,187.312941996,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,170.914196902,181.153012316,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,195.330510745,173.924786322,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,219.746824588,165.689092947,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,244.163138431,156.577512407,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,268.579452274,146.500496245,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,292.995766117,134.606439409,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,317.41207996,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,341.828393803,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.125,366.244707647,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,0,204.028692005,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,24.4486948952,203.588529717,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,48.8973897903,202.257072971,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,73.3460846855,200.031979417,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,97.7947795807,196.870169765,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,122.243474476,192.748409432,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,146.692169371,187.622571598,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,171.140864266,181.448282155,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,195.589559161,174.205696398,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,220.038254057,165.941283497,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,244.486948952,156.806468373,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,268.935643847,146.711702567,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,293.384338742,134.821035611,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,317.833033637,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,342.281728532,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.1375,366.730423428,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,0,204.370431013,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,24.4807282929,203.930268726,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,48.9614565858,202.595422099,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,73.4421848787,200.364843603,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,97.9229131716,197.203033952,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,122.403641465,193.075788677,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,146.884369757,187.9322012,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,171.36509805,181.743551994,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,195.845826343,174.477731653,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,220.326554636,166.190084167,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,244.807282929,157.026549517,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,269.288011222,146.917423948,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,293.768739515,135.032241934,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,318.249467808,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,342.730196101,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.15,367.210924394,125.009398587,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,0,205.036510455,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,24.5437806941,204.599405197,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,49.0875613882,203.262706821,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,73.6313420822,201.022079463,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,98.1751227763,197.847548767,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,122.71890347,193.707228332,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,147.262684164,188.549524884,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,171.806464859,182.334452477,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,196.350245553,175.028784857,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,220.894026247,166.681691479,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,245.437806941,157.470655061,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,269.981587635,147.334898816,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,294.525368329,135.45288947,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,319.069149023,121.009725494,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,343.612929717,121.009725494,,,,above_maxwell_T_range,outside_boundary_T_range
0.175,368.156710411,121.009725494,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,0,205.704859643,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,24.6055378992,205.255063084,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,49.2110757983,203.921872498,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,73.8166136975,201.672061629,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,98.4221515967,198.49185521,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,123.027689496,194.333167754,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,147.633227395,189.160605072,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,172.238765294,182.912306411,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,196.844303193,175.567736814,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,221.449841093,167.166882225,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,246.055378992,157.902084598,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,270.660916891,147.742285609,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,295.26645479,135.851092752,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,319.871992689,121.009725494,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,344.477530588,121.009725494,,,,above_maxwell_T_range,outside_boundary_T_range
0.2,369.083068488,121.009725494,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,0,206.350250053,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,24.6660685065,205.903961284,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,49.332137013,204.566178942,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,73.9982055195,202.316368073,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,98.664274026,199.117794632,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,123.330342533,194.953431454,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,147.996411039,189.756826028,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,172.662479546,183.487992411,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,197.328548052,176.095337326,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,221.994616559,167.64639725,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,246.660685065,158.324330623,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,271.326753572,148.134813168,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,295.992822078,136.252803822,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,320.658890585,121.009725494,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,345.324959091,121.009725494,,,,above_maxwell_T_range,outside_boundary_T_range
0.225,369.991027598,121.009725494,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,0,206.993399299,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,24.7247229715,206.547467929,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,49.449445943,205.203807318,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,74.1741689144,202.944553466,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,98.8988918859,199.742614666,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,123.623614857,195.563647814,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,148.348337829,190.347338499,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,173.0730608,184.049851417,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,197.797783772,176.622869656,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,222.522506743,168.12057663,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,247.247229715,158.740659165,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,271.971952686,148.529193372,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,296.696675658,136.644018316,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,321.421398629,121.126331794,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,346.146121601,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.25,370.870844572,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,0,207.312835347,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,24.7546961481,206.866903977,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,49.5093922962,205.519617668,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,74.2640884444,203.254497313,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,99.0187845925,200.052558513,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,123.773480741,195.86409946,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,148.528176889,190.638297945,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,173.282873037,184.325452161,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,198.037569185,176.879485998,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,222.792265333,168.346475566,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,247.546961481,158.935840696,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,272.301657629,148.714882701,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,297.056353777,136.829707646,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,321.811049926,121.312021124,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,346.565746074,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.2625,371.320442222,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,0,207.628645696,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,24.7836807338,207.173222126,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,49.5673614675,205.825935817,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,74.3510422013,203.560815463,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,99.1347229351,200.35301016,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,123.918403669,196.155058906,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,148.702084403,190.929257391,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,173.485765136,184.601052904,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,198.26944587,177.139728038,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,223.053126604,168.5760002,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,247.836807338,159.136888728,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,272.620488072,148.900572031,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,297.404168805,137.024889176,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,322.187849539,121.516694854,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,346.971530273,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.275,371.755211007,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,0,207.934963845,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,24.8123979079,207.489032476,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,49.6247958157,206.135879664,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,74.4371937236,203.87075931,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,99.2495916314,200.659328309,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,124.061989539,196.455510553,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,148.874387447,191.214350335,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,173.686785355,184.876653647,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,198.499183263,177.399970078,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,223.311581171,168.811391336,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,248.123979079,159.336816358,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,272.936376986,149.089887058,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,297.748774894,137.210578505,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,322.561172802,121.702384184,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,347.37357071,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.2875,372.185968618,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,0,208.250774195,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,24.8408534349,207.798976323,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,49.6817068697,206.451690013,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,74.5225603046,204.177077459,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,99.3634137394,200.959779956,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,124.204267174,196.746469999,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,149.045120609,191.505309781,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,173.885974044,185.155880088,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,198.726827479,177.650719917,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,223.567680914,169.037290273,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,248.408534349,159.537864391,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,273.249387783,149.275576388,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,298.090241218,137.396267835,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,322.931094653,121.897565714,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,347.771948088,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.3,372.612801523,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,0,208.861169688,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,24.8970001235,208.415238319,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,49.794000247,207.058459809,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,74.6910003705,204.782726852,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,99.588000494,201.551191048,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,124.485000617,197.332014589,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,149.382000741,192.070749568,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,174.279000864,185.692843273,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,199.176000988,178.152219597,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,224.073001111,169.483221642,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,248.970001235,159.928227451,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,273.867001358,149.631596344,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,298.764001482,137.761779992,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,323.661001605,122.278436574,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,348.558001729,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.325,373.455001852,117.006212726,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,0,209.463069651,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,24.9521616967,209.018494622,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,49.9043233935,207.662854076,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,74.8564850902,205.376546236,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,99.808646787,202.142556088,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,124.760808484,197.905821902,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,149.71297018,192.628570047,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,174.665131877,186.228922889,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,199.617293574,178.64950502,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,224.569455271,169.926933231,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,249.521616967,160.304253654,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,274.473778664,149.987895632,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,299.425940361,138.115525006,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,324.378102058,122.651367281,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,349.330263754,113.006414766,,,,above_maxwell_T_range,outside_boundary_T_range
0.35,374.282425451,113.006414766,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,0,209.763491193,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,24.979384978,209.31285888,,,,above_maxwell_T_range,outside_boundary_T_range
