xi,method,T_MeV,coarse_status,fine_status,result_status,geometry_converged,position_error_MeV,density_error,maxwell_area_gate,area_residual,rho_hadron,rho_quark,mu_spinodal_hadron_MeV,mu_spinodal_quark_MeV,rho_spinodal_hadron,rho_spinodal_quark
-0.5,memoized_dense,60.0,valid,valid,confirmed_first_order,true,0.0017573612666978988,0.0004952301333074338,3.56595760301337e-5,7.274032999535869e-6,0.03298363312308394,2.7854398895815047,351.38432451601545,296.19995123557493,0.3452821005397587,1.9372040527092462
-0.5,memoized_dense,100.0,valid,valid,ambiguous_near_critical,false,0.00024378419146842134,0.00011401199345670299,8.740766517007219e-5,8.740766517007219e-5,0.23085921150867247,2.8668174739819574,309.1967042020222,277.7093842389184,0.7007365412242453,2.189841522204189
-0.5,memoized_dense,130.0,valid,valid,confirmed_first_order,true,7.087975063768681e-6,4.1726471166292356e-5,3.923901436881745e-5,3.923901436881745e-5,0.8111165204617521,2.8892034448623325,249.89183353218746,240.17813559087998,1.2996093845004473,2.4900039433582593
-0.5,memoized_dense,147.0947265625,valid,valid,confirmed_first_order,true,8.379832308946789e-6,0.0023566483762986756,3.407899246559099e-6,3.2289120137608672e-6,2.198865515695373,2.2551303820601216,202.24685044390282,202.2466230617892,2.213747369179093,2.2465312222862313
-0.5,memoized_dense,147.2197265625,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.5,memoized_dense,160.0,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0,memoized_dense,5.0,valid,valid,ambiguous_near_critical,false,0.020173393342361123,0.0049077153054801976,5.153578898061431e-5,3.3199075900502875e-5,0.005226965481520462,2.5041370594581602,378.5232495459117,346.48627809162633,0.2320199776272675,1.889764086124411
0.0,memoized_dense,20.0,valid,valid,ambiguous_near_critical,false,0.002839251803152365,0.0026422111395979463,4.0604066971126635e-5,2.5691409458050794e-5,0.009762754194842599,2.499478665738853,377.36625429872157,346.2045163322028,0.2603176523360619,1.893283743060292
0.0,memoized_dense,60.0,valid,valid,ambiguous_near_critical,false,0.00035744513718327653,0.00019890101249890602,6.199195186024626e-5,6.199195186024626e-5,0.11817200008442243,2.4844010515769726,365.70126380726145,342.2489288906338,0.4622109832705512,1.9407512061935654
0.0,memoized_dense,100.0,valid,valid,ambiguous_near_critical,false,1.1406019893911434e-5,5.1758209145602585e-5,9.463688009282592e-5,1.146158336242059e-6,0.46477317645707344,2.5299600140865657,336.32515060854786,326.07271515550343,0.8637392687197833,2.103950716971825
0.0,memoized_dense,120.0,valid,valid,confirmed_first_order,true,5.371698648559686e-6,6.14871497575109e-5,1.8617774316692824e-5,1.8617774316692824e-5,0.962009330159439,2.5034798173862205,309.9887413733585,307.11703514998806,1.2943592491651412,2.2023569070808873
0.0,memoized_dense,130.9619140625,valid,valid,ambiguous_near_critical,false,4.272145758932311e-6,0.0006722136170556059,7.009154510909929e-5,7.009154510909929e-5,1.86856970041006,2.0137463631669332,291.26312170042456,291.2612292830173,1.9065848819408044,1.9914526540519455
0.0,memoized_dense,131.0869140625,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0,memoized_dense,145.0,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5,memoized_dense,5.0,valid,valid,ambiguous_near_critical,false,9.445293744647643e-5,0.0001609556673349971,9.392030945058077e-5,3.9466059489723096e-5,0.08275375404292641,2.207069700249228,384.84611986272773,373.73700584856863,0.40905210585404783,1.740353128368661
0.5,memoized_dense,20.0,valid,valid,confirmed_first_order,true,0.00014719906448590336,0.0001085787701664287,3.347919768231266e-5,3.347919768231266e-5,0.10929442561472957,2.2015320273372434,384.1463609390462,373.46092785317944,0.43117143431757043,1.7416031895704505
0.5,memoized_dense,60.0,valid,valid,ambiguous_near_critical,false,0.00010355418129393001,7.524403965442072e-5,9.640324131284086e-5,1.565529480920656e-5,0.3217720822159305,2.1560715832336568,376.31317133767436,369.6065610397167,0.6399088660338922,1.7589667576962837
0.5,memoized_dense,90.0,valid,valid,confirmed_first_order,true,7.963963469137525e-6,0.00010499761114945994,2.7964235658295563e-5,2.1477253130658603e-5,0.7184794626421345,2.0589054393534827,361.7905356917378,359.7734309772109,0.9833696184520625,1.7750420992098348
0.5,memoized_dense,100.0,valid,valid,confirmed_first_order,true,6.26708140316623e-6,0.00011404350528199103,1.979158278434832e-5,1.979158278434832e-5,1.0006041573715025,1.9430270067613098,354.41181392289843,353.807798744035,1.194497243547316,1.7441206671715794
0.5,memoized_dense,106.9599609375,valid,valid,confirmed_first_order,true,4.7289303211073275e-6,0.00041952756073881936,3.8791509111235796e-5,3.8791509111235796e-5,1.4766519146423425,1.5998469957192645,348.37964717136884,348.3783978492249,1.5083876998802805,1.5804488022462087
0.5,memoized_dense,107.0849609375,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5,memoized_dense,120.0,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.5,production_cascade,5.0,invalid,invalid,ambiguous_near_critical,false,Inf,Inf,Inf,37.7737391376451,0.0,2.4198732232599482,372.7630438778026,301.0134671570898,0.10626472708672023,1.8608323375937088
-0.5,production_cascade,20.0,valid,valid,ambiguous_near_critical,false,0.29451812242228925,0.02131147275827533,2.2030896738977485e-5,1.656926382527773e-5,0.021937616761519042,2.7934067318911127,370.3247469432331,300.6970316000447,0.15088264373883695,1.8662210384193374
-0.5,production_cascade,60.0,valid,valid,ambiguous_near_critical,false,0.035454463510461665,0.013780572515842374,4.750947565294872e-5,1.4367514072991146e-5,0.035067212596053624,2.7851787445702585,351.383889381772,296.1996817108838,0.3457767607820268,1.9372442819973354
-0.5,production_cascade,100.0,valid,valid,ambiguous_near_critical,false,0.0037444196873934743,0.001480986184834665,8.543548721372772e-5,9.182569208255123e-6,0.23119723800462805,2.866776538163113,309.1967203544433,277.70948697660873,0.7009925458359164,2.1898786344796175
-0.5,production_cascade,130.0,valid,valid,ambiguous_near_critical,false,0.0004264090675007992,0.0006027794796734653,8.679236983373355e-5,8.679236983373355e-5,0.8113533516348179,2.889107847571406,249.89183235133848,240.17801733382368,1.2997377951977418,2.489903773956479
-0.5,production_cascade,147.0947265625,weak_s_shape,valid,ambiguous_near_critical,false,Inf,Inf,Inf,2.517300199565249e-6,2.1991921569905584,2.2512162150032218,202.24679953952977,202.24662458645045,2.218119835283087,2.2463801793230336
-0.5,production_cascade,147.2197265625,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.5,production_cascade,160.0,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0,production_cascade,5.0,valid,valid,ambiguous_near_critical,false,0.10899250797672266,0.01798502860517904,7.739572764703345e-5,7.739572764703345e-5,0.01957537325067117,2.502380638306645,378.5238365435534,346.4861726645471,0.23249244664918606,1.889697336969238
0.0,production_cascade,20.0,valid,valid,ambiguous_near_critical,false,0.08821251202220992,0.023612150231999664,5.1110215019479696e-5,5.1110215019479696e-5,0.02439157559430696,2.498778619958214,377.3670896163168,346.2044385437456,0.2606226565817358,1.8931770744142589
0.0,production_cascade,60.0,valid,valid,ambiguous_near_critical,false,0.006414685640095286,0.0025455730891805473,7.459175292720555e-5,1.5007587214344248e-5,0.1188496423690874,2.484301777466496,365.7016870032465,342.24882992284734,0.4623103096087813,1.9406570700345573
0.0,production_cascade,100.0,valid,valid,confirmed_first_order,true,0.0007158535573807967,0.0008761173572720549,4.8555686794881855e-5,5.402689343755743e-7,0.46510295448028083,2.5298677796157127,336.32504990347957,326.07275875417406,0.8638340057276487,2.1037456172056124
0.0,production_cascade,120.0,valid,valid,ambiguous_near_critical,false,0.0001593930233525498,0.0009815489286264523,5.3205373007234234e-5,5.3205373007234234e-5,0.9623351682883131,2.5033498097673466,309.988716727886,307.1170519972501,1.2945510993922071,2.2020496469544546
0.0,production_cascade,130.9619140625,valid,valid,ambiguous_near_critical,false,0.00037616749909830105,0.014994824323975031,7.099457648125206e-5,7.099457648125206e-5,1.8701214126183474,2.009133488251079,291.2631458448396,291.26119732254205,1.908090557087585,1.9901613098630322
0.0,production_cascade,131.0869140625,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0,production_cascade,145.0,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5,production_cascade,5.0,valid,valid,confirmed_first_order,true,0.0024220540506121324,0.0023640284904611064,4.5049379863969295e-5,4.5049379863969295e-5,0.08342341744457696,2.2068975827454285,384.8463213955448,373.73694221482685,0.40930947642541743,1.740248010171676
0.5,production_cascade,20.0,valid,valid,ambiguous_near_critical,false,0.0028414465261903388,0.0012011038144964792,5.993400638938772e-5,3.799355860058888e-5,0.11001969490178215,2.201466263991923,384.1465117307161,373.4608720274912,0.4315113615513718,1.741478703829716
0.5,production_cascade,60.0,valid,valid,ambiguous_near_critical,false,0.0010578417695796816,0.0017399459944567597,7.867435036428374e-5,7.867435036428374e-5,0.3219575233958941,2.155889135875885,376.3130317264141,369.6066148959516,0.640105194586754,1.7588335454670532
0.5,production_cascade,90.0,valid,valid,confirmed_first_order,true,0.0004956195592171753,0.001325807995841588,4.996395518648653e-5,4.996395518648653e-5,0.7187975705872389,2.058591481695963,361.79059399160684,359.7734304810413,0.9835917813506372,1.774769028746875
0.5,production_cascade,100.0,valid,valid,confirmed_first_order,true,9.788133689880851e-5,0.0011750044100677925,2.9322715149017724e-5,2.7491624775661475e-6,1.0006400934343211,1.9426134432780984,354.4118035136297,353.80777129186885,1.1945309239446027,1.7438179874110518
0.5,production_cascade,106.9599609375,valid,valid,ambiguous_near_critical,false,0.0003071129196428046,0.01010278364028161,3.465230562342167e-5,3.4592560909556815e-5,1.478103371170074,1.6002481957857275,348.37967946628197,348.3784149824434,1.5098509193685072,1.5777301743338636
0.5,production_cascade,107.0849609375,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5,production_cascade,120.0,invalid,invalid,confirmed_monotone,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
