xi,T_MeV,rho,muq_MeV,source,cap,oracle_status,simulated_status,reason
-0.5,147.2197265625,0.0625,82.032646,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.125,112.611856,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.1875,130.114735,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.25,142.069925,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.3125,150.984011,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.375,157.991904,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.4375,163.701481,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.5,168.474625,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.5625,172.542886,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.625,176.062342,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.6875,179.142417,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.75,181.862236,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.8125,184.28048,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.875,186.441611,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,0.9375,188.379966,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.0,190.122516,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.0625,191.690793,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.125,193.102246,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.1875,194.371223,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.25,195.509696,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.3125,196.527794,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.375,197.434213,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.4375,198.236532,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.5,198.941465,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.5625,199.555071,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.625,200.082926,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.6875,200.530292,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.75,200.902276,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.8125,201.203994,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.875,201.440765,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.9375,201.61833,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.0,201.743134,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.0625,201.822677,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.125,201.865968,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.1875,201.884094,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.25,201.890924,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.3125,201.90391,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.375,201.944873,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.4375,202.040509,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.5,202.222119,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.5625,202.523884,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.625,202.979184,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.6875,203.615198,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.75,204.447467,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.8125,205.476839,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.875,206.690376,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.9375,208.065517,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.0,209.575318,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.0625,211.192766,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.125,212.893399,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.1875,214.656417,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.25,216.464799,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.3125,218.304939,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.375,220.166106,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.4375,222.039896,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.5,223.919749,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.5625,225.800547,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.625,227.678298,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.6875,229.549886,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.75,231.412877,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.8125,233.265372,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.875,235.105893,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,3.9375,236.933289,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,4.0,238.746675,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,1.9125,201.554016,stage_c_local_selected,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.0875,201.843776,stage_c_local_selected,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.2625,201.892398,stage_c_local_selected,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,147.2197265625,2.4375,202.040509,stage_c_local_selected,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.0,0.0,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.0625,24.545682,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.125,44.25505,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.1875,59.154835,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.25,70.723297,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.3125,80.083701,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.375,87.931943,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.4375,94.694207,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.5,100.639398,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.5625,105.943983,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.625,110.728541,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.6875,115.078722,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.75,119.057583,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.8125,122.713076,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.875,126.082732,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,0.9375,129.196665,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.0,132.079576,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.0625,134.752105,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.125,137.231784,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.1875,139.533725,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.25,141.67112,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.3125,143.65563,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.375,145.497685,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.4375,147.206732,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.5,148.791441,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.5625,150.259897,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.625,151.61977,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.6875,152.878499,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.75,154.043482,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.8125,155.122285,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.875,156.122901,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,1.9375,157.054049,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.0,157.925541,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.0625,158.748722,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.125,159.536964,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.1875,160.306187,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.25,161.075285,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.3125,161.866266,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.375,162.703786,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.4375,163.61374,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.5,164.620737,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.5625,165.744786,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.625,166.998163,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.6875,168.383696,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.75,169.895208,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.8125,171.519767,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.875,173.240699,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,2.9375,175.040306,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.0,176.901751,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.0625,178.81007,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.125,180.752531,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.1875,182.718601,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.25,184.699721,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.3125,186.689012,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.375,188.680982,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.4375,190.671264,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.5,192.656395,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.5625,194.633632,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.625,196.600811,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.6875,198.556223,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.75,200.49853,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.8125,202.426685,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.875,204.339878,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,3.9375,206.237489,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
-0.5,160.0,4.0,208.119051,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,100.0,0.0,-4e-06,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.0625,280.399934,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.125,301.005677,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.1875,312.025968,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.25,319.124416,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.3125,324.076195,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.375,327.672274,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.4375,330.33484,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.5,332.316168,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.5625,333.779262,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.625,334.83572,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.6875,335.565456,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.75,336.027824,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.8125,336.268272,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.875,336.322544,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.9375,336.219431,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.0,335.982658,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.0625,335.632204,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.125,335.185273,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.1875,334.657019,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.25,334.061119,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.3125,333.410233,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.375,332.716401,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.4375,331.991401,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.5,331.247082,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.5625,330.495703,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.625,329.750268,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.6875,329.024895,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.75,328.335189,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.8125,327.698622,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.875,327.134877,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.9375,326.666079,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.0,326.316783,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.0625,326.113532,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.125,326.083728,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.1875,326.253632,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.25,326.645478,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.3125,327.274124,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.375,328.144128,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.4375,329.248377,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.5,330.568936,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.5625,332.079905,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.625,333.75125,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.6875,335.552406,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.75,337.454879,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.8125,339.433683,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.875,341.46782,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.9375,343.540147,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.0,345.636942,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.0625,347.74736,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.125,349.862898,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.1875,351.976926,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.25,354.084293,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.3125,356.181003,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.375,358.263967,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.4375,360.330805,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.5,362.379686,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.5625,364.409214,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.625,366.41833,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.6875,368.406242,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.75,370.372369,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.8125,372.31629,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.875,374.237719,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.9375,376.136469,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,4.0,378.012433,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.1125,297.993185,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.1625,308.253532,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.2125,315.201162,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.2625,320.253105,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.3125,324.076195,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.3625,327.038059,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.4125,329.36311,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.4625,331.198518,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.4875,331.965669,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.5375,333.248202,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.5625,333.779262,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.58125,334.13477,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.59375,334.352742,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.6125,334.652773,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.63125,334.922282,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.64375,335.08592,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.6625,335.308601,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.68125,335.505367,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.69375,335.622882,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.7125,335.779684,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.73125,335.914265,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.8625,336.325119,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,0.86875,336.324629,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,1.48125,331.471688,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.10625,326.072845,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.1125,326.074515,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,2.53125,331.302445,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.6375,366.81763,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.65625,367.414977,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.66875,367.812133,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.0,100.0,3.6875,368.406242,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
