xi,T_MeV,rho,muq_MeV,source,cap,oracle_status,simulated_status,reason
0.0,131.0869140625,0.375,261.475678,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,0.4375,266.325061,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,0.5,270.291925,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,0.5625,273.588364,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,0.625,276.358989,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,0.6875,278.706786,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,0.75,280.707682,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,0.8125,282.419259,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,0.875,283.88624,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,0.9375,285.144082,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.0,286.221407,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.0625,287.141703,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.125,287.92454,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.1875,288.586466,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.25,289.141672,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.3125,289.602509,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.375,289.979883,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.4375,290.283579,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.5,290.522523,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.5625,290.705,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.625,290.838849,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.6875,290.931633,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.75,290.990797,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.8125,291.023825,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.875,291.038392,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.9375,291.042519,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.0,291.04473,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.0625,291.05422,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.125,291.081012,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.1875,291.13611,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.25,291.231613,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.3125,291.380765,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.375,291.597886,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.4375,291.898121,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.5,292.296931,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.5625,292.809275,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.625,293.448474,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.6875,294.224877,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.75,295.144565,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.8125,296.208412,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.875,297.411827,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.9375,298.745277,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.0,300.195479,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.0625,301.746927,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.125,303.383381,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.1875,305.089068,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.25,306.849484,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.3125,308.65181,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.375,310.485039,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.4375,312.33992,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.5,314.208789,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.5625,316.085363,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.625,317.964531,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.6875,319.842156,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.75,321.714899,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.8125,323.580076,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.875,325.435531,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,3.9375,327.279541,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,4.0,329.110731,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.46875,290.410614,stage_c_local_selected,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.6125,290.815604,stage_c_local_selected,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,1.75625,290.995151,stage_c_local_selected,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.04375,291.05003,stage_c_local_selected,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.1875,291.13611,stage_c_local_selected,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,131.0869140625,2.33125,291.438088,stage_c_local_selected,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.0,0.0,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.0625,138.107171,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.125,169.4972,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.1875,187.130893,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.25,199.143828,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.3125,208.099356,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.375,215.140157,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.4375,220.875082,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.5,225.666511,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.5625,229.747061,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.625,233.274467,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.6875,236.360229,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.75,239.085774,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.8125,241.512168,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.875,243.686238,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,0.9375,245.644584,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.0,247.416313,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.0625,249.024939,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.125,250.489744,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.1875,251.826765,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.25,253.049537,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.3125,254.169641,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.375,255.197133,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.4375,256.140873,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.5,257.008783,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.5625,257.808064,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.625,258.545362,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.6875,259.226918,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.75,259.85869,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.8125,260.446468,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.875,260.995978,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,1.9375,261.51298,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.0,262.003364,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.0625,262.473253,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.125,262.929099,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.1875,263.377787,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.25,263.826739,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.3125,264.28401,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.375,264.758375,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.4375,265.259386,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.5,265.797377,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.5625,266.383386,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.625,267.028963,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.6875,267.745811,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.75,268.545242,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.8125,269.43745,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.875,270.430668,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,2.9375,271.530321,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.0,272.738377,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.0625,274.053047,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.125,275.468964,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.1875,276.977779,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.25,278.569066,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.3125,280.2313,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.375,281.952751,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.4375,283.722164,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.5,285.529211,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.5625,287.364716,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.625,289.22073,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.6875,291.090488,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.75,292.968315,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.8125,294.84949,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.875,296.730124,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,3.9375,298.607023,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.0,145.0,4.0,300.47758,stage_b_global_reference,48,confirmed_monotone,confirmed_monotone,stable_no_s_shape
0.5,60.0,0.0,-0.000195,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.0625,348.738163,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.125,360.480938,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.1875,366.483647,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.25,370.145418,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.3125,372.5324,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.375,374.120295,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.4375,375.163629,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.5,375.815074,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.5625,376.173846,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.625,376.308425,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.6875,376.26841,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.75,376.091194,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.8125,375.805977,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.875,375.4363,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.9375,375.001712,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.0,374.518923,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.0625,374.002616,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.125,373.466052,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.1875,372.921533,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.25,372.380767,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.3125,371.855173,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.375,371.356144,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.4375,370.895276,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.5,370.484581,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.5625,370.136668,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.625,369.86491,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.6875,369.683565,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.75,369.60783,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.8125,369.653795,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.875,369.838233,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.9375,370.178163,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.0,370.690107,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.0625,371.389008,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.125,372.286825,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.1875,373.390963,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.25,374.702853,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.3125,376.217064,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.375,377.921311,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.4375,379.797467,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.5,381.823357,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.5625,383.974888,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.625,386.228026,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.6875,388.560278,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.75,390.951598,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.8125,393.384751,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.875,395.845317,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.9375,398.32146,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.0,400.803592,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.0625,403.284019,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.125,405.756601,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.1875,408.21645,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.25,410.659685,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.3125,413.083217,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.375,415.484584,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.4375,417.86182,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.5,420.213343,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.5625,422.537873,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.625,424.834366,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.6875,427.101961,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.75,429.339936,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.8125,431.547679,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.875,433.724661,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.9375,435.870414,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,4.0,437.984519,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.1125,358.79671,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.1625,364.462567,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.2125,368.148327,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.2625,370.704723,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.29375,371.915901,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.303125,372.233528,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.309375,372.434787,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.315625,372.628055,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.321875,372.813654,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.328125,372.991886,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.334375,373.163037,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.340625,373.327378,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.346875,373.485165,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.35625,373.710081,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.3625,373.852513,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.36875,373.989184,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.378125,374.183826,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.384375,374.306955,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.390625,374.424986,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.396875,374.538088,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.40625,374.698853,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.6375,376.313048,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,0.640625,376.313158,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.196875,372.839898,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.75625,369.606678,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,1.759375,369.606563,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,2.15625,372.81286,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.6375,425.290222,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.65625,425.971824,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.66875,426.424762,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.6875,427.101961,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.70625,427.776493,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.71875,428.224691,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.7375,428.894741,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.75625,429.56208,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,60.0,3.76875,430.005459,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
