reference_mode,muB_MeV,xi,alpha_T,T_MeV,species,channel,density,rate,contribution,species_total,contribution_share
legacy,900.0,-0.5,1.2,150.88470963755142,ubar,uubar_to_uubar,1.3930785959194596,0.6692200707928315,0.9322761565811991,3.0244178473805405,0.3082497867775271
legacy,900.0,-0.5,1.2,150.88470963755142,ubar,subar_to_subar,0.6249977882180552,0.8787682138762036,0.5492281900289582,3.0244178473805405,0.18159798604040336
legacy,900.0,-0.5,1.2,150.88470963755142,ubar,uubar_to_ddbar,1.3930785959194596,0.29372837669092655,0.4091867145822981,3.0244178473805405,0.1352943724150736
legacy,900.0,-0.5,1.2,150.88470963755142,ubar,uubar_to_ssbar,1.3930785959194596,0.03496029024799527,0.04870243205161402,3.0244178473805405,0.0161030765288584
legacy,900.0,-0.5,1.2,150.88470963755142,ubar,ubardbar_to_ubardbar,0.029403146836669895,0.20793726042381164,0.0061140098010562015,3.0244178473805405,0.002021549306208323
legacy,900.0,-0.5,1.2,150.88470963755142,ubar,ubarubar_to_ubarubar,0.029403146836669895,0.1902407849408147,0.005593677733938113,3.0244178473805405,0.001849505596186988
legacy,900.0,-0.5,1.2,150.88470963755142,ubar,ubarsbar_to_ubarsbar,0.011588773086479749,0.22290476841002893,0.0025831927809981444,3.0244178473805405,0.0008541123982704497
legacy,900.0,-0.003,1.0,125.73725803129287,u,ud_to_ud,0.5460923959876021,0.11576151916030916,0.06321648536141794,0.13634345673655476,0.46365617298060696
legacy,900.0,-0.003,1.0,125.73725803129287,u,uu_to_uu,0.5460923959876021,0.09121498580440457,0.049811810147902404,0.13634345673655476,0.3653406723004659
legacy,900.0,-0.003,1.0,125.73725803129287,u,us_to_us,0.09205976613511475,0.184249885272201,0.01696200134858055,0.13634345673655476,0.12440642004078589
legacy,900.0,-0.003,1.0,125.73725803129287,u,uubar_to_uubar,0.0035533557155604835,0.6245842728653372,0.0022193700958352347,0.13634345673655476,0.01627778955409309
legacy,900.0,-0.003,1.0,125.73725803129287,u,uubar_to_ddbar,0.0035533557155604835,0.5780928202806447,0.0020541694270687083,0.13634345673655476,0.015066138678277835
legacy,900.0,-0.003,1.0,125.73725803129287,u,udbar_to_udbar,0.0035533557155604835,0.5134543567557038,0.0018244859732573118,0.13634345673655476,0.013381544057391883
legacy,900.0,-0.003,1.0,125.73725803129287,u,usbar_to_usbar,0.0007782099197593852,0.29032661911959773,0.00022593505496907573,0.13634345673655476,0.0016571022942863437
legacy,900.0,-0.003,1.0,125.73725803129287,u,uubar_to_ssbar,0.0035533557155604835,0.008217395009366963,2.919932752355229e-05,0.13634345673655476,0.0002141600940921701
legacy,900.0,-0.003,1.0,125.73725803129287,ubar,uubar_to_uubar,0.5460923959876021,0.6245842728653372,0.34108072206520623,1.0097935113263725,0.337772740901448
legacy,900.0,-0.003,1.0,125.73725803129287,ubar,uubar_to_ddbar,0.5460923959876021,0.5780928202806447,0.31569209333028747,1.0097935113263725,0.31263034451035754
legacy,900.0,-0.003,1.0,125.73725803129287,ubar,dubar_to_dubar,0.5460923959876021,0.5134543567557041,0.2803935199109954,1.0097935113263725,0.2776741153175921
legacy,900.0,-0.003,1.0,125.73725803129287,ubar,subar_to_subar,0.09205976613511475,0.6987567356367477,0.0643273816680552,1.0097935113263725,0.06370350071229972
legacy,900.0,-0.003,1.0,125.73725803129287,ubar,uubar_to_ssbar,0.5460923959876021,0.008217395009366963,0.004487456929441768,1.0097935113263725,0.004443935199729551
legacy,900.0,-0.003,1.0,125.73725803129287,ubar,ubardbar_to_ubardbar,0.0035533557155604835,0.5646034617802377,0.0020062369379420424,1.0097935113263725,0.00198677939146869
legacy,900.0,-0.003,1.0,125.73725803129287,ubar,ubarubar_to_ubarubar,0.0035533557155604835,0.42719662229784305,0.0015179815595101737,1.0097935113263725,0.0015032593718257228
legacy,900.0,-0.003,1.0,125.73725803129287,ubar,ubarsbar_to_ubarsbar,0.0007782099197593852,0.37023291224970156,0.0002881189249341237,1.0097935113263725,0.0002853245952785704
legacy,900.0,0.0,1.2,150.88470963755142,u,ud_to_ud,0.9205310784039069,0.09936558659054992,0.0914691105804357,0.27992553149129074,0.3267623002915744
