path_family,path_profile,path_segment,path_point_index,path_order_key,path_label,freezeout_profile,sigma_target,sqrt_s_NN_GeV,T_MeV,muB_MeV,muq_MeV,xi,equilibrium_converged,equilibrium_iterations,equilibrium_residual_norm,Phi,Phibar,m_u,m_d,m_s,M_pi,Gamma_pi,converged_pi,residual_pi,root_sign_flipped_pi,threshold_pi,gap_pi,M_K,Gamma_K,converged_K,residual_K,root_sign_flipped_K,threshold_K,gap_K,M_eta,Gamma_eta,converged_eta,residual_eta,root_sign_flipped_eta,thr_uu_eta,thr_ss_eta,thr_min_eta,gap_uu_eta,gap_ss_eta,gap_min_eta,M_eta_prime,Gamma_eta_prime,converged_eta_prime,residual_eta_prime,root_sign_flipped_eta_prime,thr_uu_eta_prime,thr_ss_eta_prime,thr_min_eta_prime,gap_uu_eta_prime,gap_ss_eta_prime,gap_min_eta_prime,M_sigma_pi,Gamma_sigma_pi,converged_sigma_pi,residual_sigma_pi,root_sign_flipped_sigma_pi,threshold_sigma_pi,gap_sigma_pi,M_sigma_K,Gamma_sigma_K,converged_sigma_K,residual_sigma_K,root_sign_flipped_sigma_K,threshold_sigma_K,gap_sigma_K,M_sigma,Gamma_sigma,converged_sigma,residual_sigma,root_sign_flipped_sigma,thr_uu_sigma,thr_ss_sigma,thr_min_sigma,gap_uu_sigma,gap_ss_sigma,gap_min_sigma,M_sigma_prime,Gamma_sigma_prime,converged_sigma_prime,residual_sigma_prime,root_sign_flipped_sigma_prime,thr_uu_sigma_prime,thr_ss_sigma_prime,thr_min_sigma_prime,gap_uu_sigma_prime,gap_ss_sigma_prime,gap_min_sigma_prime,message
isentropic,default,fixed_sigma,10,200.000000,sigma=30.000000,,30.000000,NaN,200.000000,391.838214,130.612738,0.000000,true,5,0.000000,0.627579,0.631446,0.293855,0.293855,2.024496,1.004092,0.254044,true,0.000000,false,0.587711,0.416381,2.641502,0.440250,true,0.000000,false,2.318351,0.323152,2.344622,1.703799,true,0.000000,false,0.587711,4.048991,0.587711,1.756912,-1.704369,1.756912,3.312324,0.188582,false,0.004643,false,0.587711,4.048991,0.587711,2.724614,-0.736667,2.724614,2.415866,1.751471,true,0.000000,false,0.587711,1.828155,3.142633,0.819029,true,0.000000,false,2.318351,0.824282,1.153582,0.265750,true,0.000000,false,0.587711,4.048991,0.587711,0.565871,-2.895409,0.565871,4.598179,0.768143,true,0.000000,false,0.587711,4.048991,0.587711,4.010468,0.549188,4.010468,
isentropic,default,fixed_sigma,11,210.000000,sigma=30.000000,,30.000000,NaN,210.000000,415.647096,138.549032,0.000000,true,6,0.000000,0.667041,0.670234,0.169700,0.169700,1.909996,1.344728,0.539270,true,0.000000,false,0.339399,1.005329,2.757901,0.719457,true,0.000000,false,2.079696,0.678205,2.446534,1.898561,true,0.000000,false,0.339399,3.819992,0.339399,2.107135,-1.373458,2.107135,3.199960,0.313422,false,0.010689,false,0.339399,3.819992,0.339399,2.860561,-0.620032,2.860561,2.467564,1.911112,true,0.000000,false,0.339399,2.128165,3.026423,0.914134,true,0.000000,false,2.079696,0.946727,1.382668,0.538487,true,0.000000,false,0.339399,3.819992,0.339399,1.043269,-2.437324,1.043269,4.424377,0.852008,true,0.000000,false,0.339399,3.819992,0.339399,4.084978,0.604385,4.084978,
isentropic,default,fixed_sigma,12,220.000000,sigma=30.000000,,30.000000,NaN,220.000000,438.423221,146.141074,0.000000,true,7,0.000000,0.699635,0.702320,0.117831,0.117831,1.789373,1.646264,0.821791,true,0.000000,false,0.235662,1.410602,2.822400,0.950997,true,0.000000,false,1.907204,0.915196,2.547435,2.056471,true,0.000000,false,0.235662,3.578745,0.235662,2.311773,-1.031311,2.311773,3.099542,0.472332,false,0.017706,false,0.235662,3.578745,0.235662,2.863881,-0.479203,2.863881,2.556384,2.060983,true,0.000000,false,0.235662,2.320722,2.992593,1.074168,true,0.000000,false,1.907204,1.085389,1.660758,0.820891,true,0.000000,false,0.235662,3.578745,0.235662,1.425096,-1.917988,1.425096,4.256461,0.970646,true,0.000000,false,0.235662,3.578745,0.235662,4.020799,0.677716,4.020799,
isentropic,default,fixed_sigma,13,230.000000,sigma=30.000000,,30.000000,NaN,230.000000,459.662854,153.220951,0.000000,true,8,0.000000,0.727314,0.729592,0.089989,0.089989,1.660822,1.919457,1.120685,true,0.000000,false,0.179979,1.739478,2.875757,1.195988,true,0.000000,false,1.750812,1.124946,2.647419,2.212825,true,0.000000,false,0.179979,3.321644,0.179979,2.467440,-0.674226,2.467440,2.994309,0.667914,false,0.026708,false,0.179979,3.321644,0.179979,2.814330,-0.327335,2.814330,2.652038,2.214578,true,0.000000,false,0.179979,2.472059,2.992369,1.279811,true,0.000000,false,1.750812,1.241558,1.926428,1.119999,true,0.000000,false,0.179979,3.321644,0.179979,1.746449,-1.395216,1.746449,4.093893,1.126874,true,0.000000,false,0.179979,3.321644,0.179979,3.913914,0.772248,3.913914,
isentropic,default,fixed_sigma,14,240.000000,sigma=30.000000,,30.000000,NaN,240.000000,479.789162,159.929721,0.000000,true,8,0.000000,0.751149,0.753092,0.072775,0.072775,1.528755,2.171129,1.436813,true,0.000000,false,0.145551,2.025578,2.933611,1.465810,true,0.000000,false,1.601531,1.332080,2.748817,2.378182,true,0.000000,false,0.145551,3.057511,0.145551,2.603266,-0.308694,2.603266,2.815648,0.778120,false,0.048652,false,0.145551,3.057511,0.145551,2.670097,-0.241863,2.670097,2.751498,2.378771,true,0.000000,false,0.145551,2.605947,3.016656,1.524433,true,0.000000,false,1.601531,1.415126,2.174991,1.436283,true,0.000000,false,0.145551,3.057511,0.145551,2.029441,-0.882519,2.029441,3.948284,1.325389,true,0.000000,false,0.145551,3.057511,0.145551,3.802733,0.890773,3.802733,
isentropic,default,fixed_sigma,15,250.000000,sigma=30.000000,,30.000000,NaN,250.000000,499.264886,166.421629,0.000000,true,8,0.000000,0.771870,0.773538,0.061152,0.061152,1.398895,2.404813,1.768291,true,0.000000,false,0.122304,2.282510,3.003237,1.760872,true,0.000000,false,1.460046,1.543190,2.853920,2.559090,true,0.000000,false,0.122304,2.797789,0.122304,2.731616,0.056130,2.731616,2.713740,1.108395,false,0.061295,false,0.122304,2.797789,0.122304,2.591436,-0.084050,2.591436,2.855544,2.559120,true,0.000000,false,0.122304,2.733240,3.063550,1.802154,true,0.000000,false,1.460046,1.603504,2.407170,1.767869,true,0.000000,false,0.122304,2.797789,0.122304,2.284867,-0.390619,2.284867,3.831879,1.567801,true,0.000000,false,0.122304,2.797789,0.122304,3.709575,1.034089,3.709575,
isentropic,default,fixed_sigma,16,260.000000,sigma=30.000000,,30.000000,NaN,260.000000,518.440167,172.813389,0.000000,true,6,0.000000,0.790027,0.791466,0.052806,0.052806,1.276245,2.622573,2.112641,true,0.000000,false,0.105613,2.516960,3.086922,2.077359,true,0.000000,false,1.329052,1.757870,2.963774,2.759590,true,0.000000,false,0.105613,2.552490,0.105613,2.858161,0.411284,2.858161,2.949922,1.310886,false,0.084738,false,0.105613,2.552490,0.105613,2.844309,0.397431,2.844309,2.964880,2.759577,true,0.000000,false,0.105613,2.859267,3.131162,2.106284,true,0.000000,false,1.329052,1.802110,2.624119,2.112286,true,0.000000,false,0.105613,2.552490,0.105613,2.518506,0.071628,2.518506,3.752751,1.851235,true,0.000000,false,0.105613,2.552490,0.105613,3.647138,1.200260,3.647138,
isentropic,default,fixed_sigma,17,270.000000,sigma=30.000000,,30.000000,NaN,270.000000,537.526199,179.175400,0.000000,true,6,0.000000,0.806051,0.807298,0.046529,0.046529,1.163996,2.825948,2.467659,true,0.000000,false,0.093059,2.732889,3.183587,2.410529,true,0.000000,false,1.210525,1.973062,3.078502,2.982179,true,0.000000,false,0.093059,2.327991,0.093059,2.985443,0.750510,2.985443,3.153412,1.988376,true,0.000000,false,0.093059,2.327991,0.093059,3.060353,0.825420,3.060353,3.079304,2.982109,true,0.000000,false,0.093059,2.986245,3.216187,2.430444,true,0.000000,false,1.210525,2.005662,2.827004,2.467346,true,0.000000,false,0.093059,2.327991,0.093059,2.733945,0.499013,2.733945,3.712902,2.169215,true,0.000000,false,0.093059,2.327991,0.093059,3.619843,1.384911,3.619843,
isentropic,default,fixed_sigma,18,280.000000,sigma=30.000000,,30.000000,NaN,280.000000,556.624497,185.541499,0.000000,true,4,0.000000,0.820282,0.821367,0.041630,0.041630,1.063419,3.016310,2.831738,true,0.000000,false,0.083260,2.933049,3.290417,2.756483,true,0.000000,false,1.105050,2.185367,3.197226,3.227067,true,0.000000,false,0.083260,2.126839,0.083260,3.113966,1.070387,3.113966,3.273151,2.444614,true,0.000000,false,0.083260,2.126839,0.083260,3.189890,1.146312,3.189890,3.197833,3.226959,true,0.000000,false,0.083260,3.114572,3.314460,2.769671,true,0.000000,false,1.105050,2.209410,3.017059,2.831472,true,0.000000,false,0.083260,2.126839,0.083260,2.933799,0.890220,2.933799,3.709169,2.513892,true,0.000000,false,0.083260,2.126839,0.083260,3.625908,1.582330,3.625908,
isentropic,default,fixed_sigma,19,290.000000,sigma=30.000000,,30.000000,NaN,290.000000,575.772527,191.924176,0.000000,true,5,0.000000,0.832995,0.833943,0.037690,0.037690,0.974393,3.194910,3.203832,true,0.000000,false,0.075380,3.119530,3.404163,3.112644,true,0.000000,false,1.012083,2.392079,3.318621,3.493369,true,0.000000,false,0.075380,1.948787,0.075380,3.243241,1.369834,3.243241,3.396512,2.872616,true,0.000000,false,0.075380,1.948787,0.075380,3.321132,1.447726,3.321132,3.319092,3.493237,true,0.000000,false,0.075380,3.243712,3.421847,3.120675,true,0.000000,false,1.012083,2.409764,3.195457,3.203607,true,0.000000,false,0.075380,1.948787,0.075380,3.120077,1.246670,3.120077,3.735502,2.878098,true,0.000000,false,0.075380,1.948787,0.075380,3.660122,1.786715,3.660122,
isentropic,default,fixed_sigma,20,300.000000,sigma=30.000000,,30.000000,NaN,300.000000,594.980265,198.326755,0.000000,true,7,0.000000,0.844411,0.845242,0.034443,0.034443,0.896023,3.362856,3.583273,true,0.000000,false,0.068887,3.293970,3.521878,3.477518,true,0.000000,false,0.930467,2.591412,3.441281,3.779630,true,0.000000,false,0.068887,1.792046,0.068887,3.372394,1.649234,3.372394,3.521197,3.287009,true,0.000000,false,0.068887,1.792046,0.068887,3.452310,1.729150,3.452310,3.441653,3.779484,true,0.000000,false,0.068887,3.372766,3.534794,3.481481,true,0.000000,false,0.930467,2.604327,3.363265,3.583083,true,0.000000,false,0.068887,1.792046,0.068887,3.294379,1.571219,3.294379,3.785082,3.256353,true,0.000000,false,0.068887,1.792046,0.068887,3.716196,1.993036,3.716196,
