path_family,path_profile,path_segment,path_point_index,path_order_key,path_label,freezeout_profile,sigma_target,sqrt_s_NN_GeV,T_MeV,muB_MeV,muq_MeV,xi,equilibrium_converged,equilibrium_iterations,equilibrium_residual_norm,Phi,Phibar,m_u,m_d,m_s,M_pi,Gamma_pi,converged_pi,residual_pi,root_sign_flipped_pi,threshold_pi,gap_pi,M_K,Gamma_K,converged_K,residual_K,root_sign_flipped_K,threshold_K,gap_K,M_eta,Gamma_eta,converged_eta,residual_eta,root_sign_flipped_eta,thr_uu_eta,thr_ss_eta,thr_min_eta,gap_uu_eta,gap_ss_eta,gap_min_eta,M_eta_prime,Gamma_eta_prime,converged_eta_prime,residual_eta_prime,root_sign_flipped_eta_prime,thr_uu_eta_prime,thr_ss_eta_prime,thr_min_eta_prime,gap_uu_eta_prime,gap_ss_eta_prime,gap_min_eta_prime,M_sigma_pi,Gamma_sigma_pi,converged_sigma_pi,residual_sigma_pi,root_sign_flipped_sigma_pi,threshold_sigma_pi,gap_sigma_pi,M_sigma_K,Gamma_sigma_K,converged_sigma_K,residual_sigma_K,root_sign_flipped_sigma_K,threshold_sigma_K,gap_sigma_K,M_sigma,Gamma_sigma,converged_sigma,residual_sigma,root_sign_flipped_sigma,thr_uu_sigma,thr_ss_sigma,thr_min_sigma,gap_uu_sigma,gap_ss_sigma,gap_min_sigma,M_sigma_prime,Gamma_sigma_prime,converged_sigma_prime,residual_sigma_prime,root_sign_flipped_sigma_prime,thr_uu_sigma_prime,thr_ss_sigma_prime,thr_min_sigma_prime,gap_uu_sigma_prime,gap_ss_sigma_prime,gap_min_sigma_prime,message
isentropic,default,fixed_sigma,0,100.000000,sigma=30.000000,,30.000000,NaN,100.000000,373.190195,124.396732,0.000000,true,13,0.000000,0.001872,0.012933,1.862726,1.862726,2.784399,0.683979,0.000000,true,0.000000,false,3.725453,-3.041473,2.522048,0.000000,true,0.000000,false,4.647125,-2.125078,2.608636,0.000000,true,0.000000,false,3.725453,5.568798,3.725453,-1.116817,-2.960163,-1.116817,4.853008,1.360400,true,0.000000,false,3.725453,5.568798,3.725453,1.127555,-0.715791,1.127555,4.459341,1.276438,true,0.000000,false,3.725453,0.733889,5.322374,1.218928,true,0.000000,false,4.647125,0.675248,3.692417,-0.000000,true,0.000000,false,3.725453,5.568798,3.725453,-0.033036,-1.876382,-0.033036,6.071976,0.973233,true,0.000000,false,3.725453,5.568798,3.725453,2.346524,0.503178,2.346524,
isentropic,default,fixed_sigma,1,110.000000,sigma=30.000000,,30.000000,NaN,110.000000,374.483418,124.827806,0.000000,true,14,0.000000,0.004131,0.020935,1.861939,1.861939,2.783973,0.683987,0.000000,true,0.000000,false,3.723878,-3.039892,2.522034,0.000000,true,0.000000,false,4.645912,-2.123878,2.608509,0.000000,true,0.000000,false,3.723878,5.567946,3.723878,-1.115370,-2.959437,-1.115370,4.851929,1.359677,true,0.000000,false,3.723878,5.567946,3.723878,1.128051,-0.716017,1.128051,4.458046,1.276421,true,0.000000,false,3.723878,0.734168,5.321194,1.218560,true,0.000000,false,4.645912,0.675282,3.690880,0.000000,true,0.000000,false,3.723878,5.567946,3.723878,-0.032998,-1.877066,-0.032998,6.071098,0.972918,true,0.000000,false,3.723878,5.567946,3.723878,2.347220,0.503152,2.347220,
isentropic,default,fixed_sigma,2,120.000000,sigma=30.000000,,30.000000,NaN,120.000000,371.708019,123.902673,0.000000,true,59,0.000000,0.008509,0.032018,1.860062,1.860062,2.782915,0.683996,0.000000,true,0.000000,false,3.720125,-3.036129,2.521979,0.000000,true,0.000000,false,4.642978,-2.120999,2.608146,0.000000,true,0.000000,false,3.720125,5.565830,3.720125,-1.111979,-2.957684,-1.111979,4.849311,1.358006,true,0.000000,false,3.720125,5.565830,3.720125,1.129186,-0.716519,1.129186,4.454902,1.276474,true,0.000000,false,3.720125,0.734777,5.318333,1.217766,true,0.000000,false,4.642978,0.675356,3.687222,0.000000,true,0.000000,false,3.720125,5.565830,3.720125,-0.032903,-1.878609,-0.032903,6.068937,0.972216,true,0.000000,false,3.720125,5.565830,3.720125,2.348813,0.503107,2.348813,
isentropic,default,fixed_sigma,3,130.000000,sigma=30.000000,,30.000000,NaN,130.000000,364.118589,121.372863,0.000000,true,19,0.000000,0.016677,0.046989,1.855920,1.855920,2.780491,0.683991,0.000000,true,0.000000,false,3.711840,-3.027848,2.521804,0.000000,true,0.000000,false,4.636411,-2.114607,2.607218,0.000000,true,0.000000,false,3.711840,5.560981,3.711840,-1.104622,-2.953764,-1.104622,4.843426,1.354369,true,0.000000,false,3.711840,5.560981,3.711840,1.131586,-0.717556,1.131586,4.447834,1.276693,true,0.000000,false,3.711840,0.735994,5.311908,1.216153,true,0.000000,false,4.636411,0.675498,3.679155,0.000000,true,0.000000,false,3.711840,5.560981,3.711840,-0.032684,-1.881826,-0.032684,6.064020,0.970767,true,0.000000,false,3.711840,5.560981,3.711840,2.352181,0.503039,2.352181,
isentropic,default,fixed_sigma,4,140.000000,sigma=30.000000,,30.000000,NaN,140.000000,351.811692,117.270564,0.000000,true,35,0.000000,0.031751,0.067488,1.847095,1.847095,2.775155,0.683937,0.000000,true,0.000000,false,3.694191,-3.010253,2.521325,0.000000,true,0.000000,false,4.622250,-2.100925,2.604991,0.000000,true,0.000000,false,3.694191,5.550309,3.694191,-1.089200,-2.945319,-1.089200,4.830684,1.346627,true,0.000000,false,3.694191,5.550309,3.694191,1.136494,-0.719625,1.136494,4.432527,1.277224,true,0.000000,false,3.694191,0.738337,5.298001,1.212923,true,0.000000,false,4.622250,0.675751,3.661986,0.000000,true,0.000000,false,3.694191,5.550309,3.694191,-0.032204,-1.888323,-0.032204,6.053260,0.967879,true,0.000000,false,3.694191,5.550309,3.694191,2.359069,0.502950,2.359069,
isentropic,default,fixed_sigma,5,150.000000,sigma=30.000000,,30.000000,NaN,150.000000,336.608943,112.202981,0.000000,true,27,0.000000,0.060811,0.098328,1.827669,1.827669,2.763119,0.683751,0.000000,true,0.000000,false,3.655338,-2.971587,2.520089,0.000000,true,0.000000,false,4.590788,-2.070699,2.599597,0.000000,true,0.000000,false,3.655338,5.526238,3.655338,-1.055741,-2.926641,-1.055741,4.802318,1.329458,true,0.000000,false,3.655338,5.526238,3.655338,1.146980,-0.723920,1.146980,4.398406,1.278339,true,0.000000,false,3.655338,0.743068,5.266999,1.206107,true,0.000000,false,4.590788,0.676211,3.624221,0.000000,true,0.000000,false,3.655338,5.526238,3.655338,-0.031117,-1.902017,-0.031117,6.029086,0.961894,true,0.000000,false,3.655338,5.526238,3.655338,2.373748,0.502848,2.373748,
isentropic,default,fixed_sigma,6,160.000000,sigma=30.000000,,30.000000,NaN,160.000000,326.531348,108.843783,0.000000,true,11,0.000000,0.130407,0.161889,1.773810,1.773810,2.729461,0.683238,0.000000,true,0.000000,false,3.547620,-2.864382,2.516539,0.000000,true,0.000000,false,4.503271,-1.986732,2.583391,0.000000,true,0.000000,false,3.547620,5.458922,3.547620,-0.964228,-2.875531,-0.964228,4.723749,1.281448,true,0.000000,false,3.547620,5.458922,3.547620,1.176130,-0.735173,1.176130,4.303331,1.281363,true,0.000000,false,3.547620,0.755711,5.180579,1.187721,true,0.000000,false,4.503271,0.677308,3.519634,0.000000,true,0.000000,false,3.547620,5.458922,3.547620,-0.027986,-1.939288,-0.027986,5.961655,0.946211,true,0.000000,false,3.547620,5.458922,3.547620,2.414035,0.502733,2.414035,
isentropic,default,fixed_sigma,7,170.000000,sigma=30.000000,,30.000000,NaN,170.000000,360.493034,120.164345,0.000000,true,10,0.000000,0.351856,0.365497,1.521632,1.521632,2.578643,0.684202,0.000000,true,0.000000,false,3.043264,-2.359062,2.506258,0.000000,true,0.000000,false,4.100275,-1.594017,2.494277,0.000000,true,0.000000,false,3.043264,5.157287,3.043264,-0.548987,-2.663009,-0.548987,4.374778,1.054161,true,0.000000,false,3.043264,5.157287,3.043264,1.331514,-0.782508,1.331514,3.867443,1.303875,true,0.000000,false,3.043264,0.824179,4.783182,1.104552,true,0.000000,false,4.100275,0.682906,3.031862,0.000000,true,0.000000,false,3.043264,5.157287,3.043264,-0.011402,-2.125425,-0.011402,5.659942,0.879625,true,0.000000,false,3.043264,5.157287,3.043264,2.616678,0.502655,2.616678,
isentropic,default,fixed_sigma,8,180.000000,sigma=30.000000,,30.000000,NaN,180.000000,375.316764,125.105588,0.000000,true,9,0.000000,0.492431,0.500038,1.150855,1.150855,2.380501,0.700414,0.000000,true,0.000000,false,2.301709,-1.601295,2.512944,0.000000,true,0.000000,false,3.531356,-1.018412,2.259614,0.000000,true,0.000000,false,2.301709,4.761003,2.301709,-0.042095,-2.501389,-0.042095,3.931293,0.700075,true,0.000000,false,2.301709,4.761003,2.301709,1.629583,-0.829710,1.629583,3.268996,1.369205,true,0.000000,false,2.301709,0.967286,4.225994,0.990758,true,0.000000,false,3.531356,0.694638,2.323298,0.004283,true,0.000000,false,2.301709,4.761003,2.301709,0.021588,-2.437705,0.021588,5.265649,0.802608,true,0.000000,false,2.301709,4.761003,2.301709,2.963939,0.504646,2.963939,
isentropic,default,fixed_sigma,9,190.000000,sigma=30.000000,,30.000000,NaN,190.000000,375.906170,125.302057,0.000000,true,8,0.000000,0.574439,0.579489,0.662824,0.662824,2.172033,0.779578,0.000000,true,0.000000,false,1.325647,-0.546069,2.559673,0.000000,true,0.000000,false,2.834856,-0.275183,2.245252,1.226589,true,0.000000,false,1.325647,4.344065,1.325647,0.919605,-2.098813,0.919605,3.525089,0.249783,true,0.000000,false,1.325647,4.344065,1.325647,2.199442,-0.818976,2.199442,2.637969,1.536681,true,0.000000,false,1.325647,1.312322,3.564659,0.859033,true,0.000000,false,2.834856,0.729803,1.461535,0.050510,true,0.000000,false,1.325647,4.344065,1.325647,0.135888,-2.882530,0.135888,4.858841,0.744301,true,0.000000,false,1.325647,4.344065,1.325647,3.533194,0.514776,3.533194,
