m_fm,g_fixed_fm,m_MeV,residual_re,residual_im,residual_norm,log10_residual_norm
2.2,2.295278952497009,434.11935688000005,0.14187001800837032,0.04284936366438592,0.14819976375196459,-0.8291524886731544
2.21,2.295278952497009,436.092626684,0.14063825463419902,0.042273330697594286,0.14685419011666628,-0.8331136574586101
2.22,2.295278952497009,438.065896488,0.13940490253334856,0.04168741373547281,0.14550452678279427,-0.8371234951577534
2.23,2.295278952497009,440.039166292,0.1381700143100864,0.04109158315880692,0.14415086215818007,-0.8411827557771927
2.24,2.295278952497009,442.01243609600004,0.1369336427031197,0.0404858090393604,0.1427932884890505,-0.8452922046093471
2.25,2.295278952497009,443.98570589999997,0.13569584060211773,0.03987006123768708,0.14143190212894777,-0.8494526177254625
2.26,2.295278952497009,445.95897570399995,0.13445666105931975,0.03924430947292991,0.1400668038088536,-0.8536647814231756
2.27,2.295278952497009,447.932245508,0.13321615729794403,0.03860852337390552,0.13869809891395043,-0.8579294916076037
2.28,2.295278952497009,449.905515312,0.1319743827184592,0.037962672517305895,0.1373258977708668,-0.8622475530882603
2.29,2.295278952497009,451.878785116,0.13073139090339203,0.03730672645680279,0.1359503159483574,-0.8666197787754973
2.3,2.295278952497009,453.85205491999994,0.1294872356211112,0.036640654745581876,0.1345714745738565,-0.8710469887604663
2.31,2.295278952497009,455.825324724,0.12824197082888655,0.03596442695403211,0.13318950066806656,-0.8755300092621313
2.32,2.295278952497009,457.79859452799997,0.1269956506754217,0.03527801268380421,0.1318045274995984,-0.8800696714239418
2.33,2.295278952497009,459.771864332,0.12556640466207578,0.08447214536978773,0.15133560494191284,-0.8200588828779758
2.34,2.295278952497009,461.745134136,0.12389867074889835,0.08383513227770742,0.14959682489065274,-0.8250776240324023
2.35,2.295278952497009,463.71840394000003,0.1222397569570439,0.08319282704528634,0.14786346625419033,-0.8301391171739207
2.36,2.295278952497009,465.69167374399996,0.1205890105297799,0.08254482637977482,0.14613472490348944,-0.8352465736478034
2.37,2.295278952497009,467.664943548,0.11894584868143042,0.08189076643729143,0.14440987689986015,-0.8404031022205706
2.38,2.295278952497009,469.638213352,0.11730974948020895,0.08123031751321737,0.14268826793541048,-0.8456117338256018
2.39,2.295278952497009,471.611483156,0.11568024419583031,0.08056317960244758,0.14096930447747538,-0.850875442999385
2.4,2.295278952497009,473.58475295999995,0.11405691083518951,0.079889078663054,0.1392524462941244,-0.8561971666913437
2.41,2.295278952497009,475.55802276400004,0.11243936864900182,0.07920776345310307,0.13753720010756676,-0.8615798209872393
2.42,2.295278952497009,477.53129256799997,0.11082727343759827,0.07851900283778895,0.13582311417521278,-0.86702631617817
2.43,2.295278952497009,479.504562372,0.10922031351879859,0.07782258348504448,0.13410977363872992,-0.8725395705250257
2.44,2.295278952497009,481.477832176,0.10761820624768008,0.07711830788400115,0.13239679651283032,-0.8781225230053219
2.45,2.295278952497009,483.45110198000003,0.10602069499904121,0.07640599263330786,0.130683830210018,-0.8837781452809417
2.46,2.295278952497009,485.42437178399996,0.10442754653987824,0.07568546695622679,0.12897054851678552,-0.8895094530879906
2.47,2.295278952497009,487.39764158800006,0.10283854873227458,0.07495657140727563,0.1272566489520073,-0.8953195172212263
2.48,2.295278952497009,489.370911392,0.10125350851755473,0.07421915674142819,0.12554185045045024,-0.9012114742634757
2.49,2.295278952497009,491.344181196,0.09967225014093996,0.07347308292189336,0.1238258913240907,-0.907188537193752
2.5,2.295278952497009,493.317451,0.09809461358272988,0.07271821824653964,0.12210852746182989,-0.9132540059953334
2.51,2.295278952497009,495.29072080399993,0.09652045316755233,0.07195443857629545,0.12038953073460971,-0.9194112783761919
2.52,2.295278952497009,497.263990608,0.09494963632772459,0.07118162665154792,0.11866868757817925,-0.9256638607082059
2.53,2.295278952497009,499.23726041199996,0.09338204250048424,0.07039967148474241,0.11694579773006766,-0.9320153792881962
2.54,2.295278952497009,501.210530216,0.0918175621419025,0.069608467819197,0.1152206731008733,-0.9384695920226914
2.55,2.295278952497009,503.18380002,0.09025609584283681,0.0688079156456468,0.11349313676293289,-0.9450304006392187
2.56,2.295278952497009,505.157069824,0.08869755353439271,0.06799791976927165,0.11176302204188451,-0.9517018635297896
2.57,2.295278952497009,507.13033962799994,0.08714185377214277,0.06717838942100528,0.11003017169870156,-0.9584882093369553
2.58,2.295278952497009,509.103609432,0.0855889230898332,0.0663492379077972,0.10829443719149592,-0.9653938513994753
2.59,2.295278952497009,511.07687923599997,0.08403869541457536,0.06551038229722753,0.10655567800785029,-0.9724234031832305
2.6,2.295278952497009,513.0501490400001,0.08249111153657267,0.06466174313250489,0.10481376105966866,-0.979581694833755
2.61,2.295278952497009,515.0234188439999,0.08094611862734974,0.06380324417439479,0.10306856013358495,-0.9868737909997579
2.62,2.295278952497009,516.996688648,0.0794036698012139,0.06293481216708174,0.10131995539086103,-0.994305010092575
2.63,2.295278952497009,518.969958452,0.07786372371534712,0.0620563766253441,0.09956783291147028,-1.0018809451649169
2.64,2.295278952497009,520.943228256,0.07632624420448016,0.06116786964076191,0.09781208427771684,-1.0096074866139917
2.65,2.295278952497009,522.91649806,0.07479119994661454,0.060269225704934135,0.0960526061933083,-1.0174908469395376
2.66,2.295278952497009,524.889767864,0.07325856415664513,0.05936038154795673,0.09428930013427977,-1.0255375878172002
2.67,2.295278952497009,526.863037668,0.07172831430513106,0.05844127599059645,0.09252207202859615,-1.0337546497826406
2.68,2.295278952497009,528.836307472,0.07020043185976237,0.05751184980879008,0.09075083196161877,-1.0421493848628252
2.69,2.295278952497009,530.809577276,0.06867490204735205,0.0565720456092538,0.08897549390494493,-1.0507295925391003
2.7,2.295278952497009,532.78284708,0.06715171363442146,0.05562180771512227,0.08719597546640201,-1.0595035594833602
2.71,2.295278952497009,534.756116884,0.06563085872466021,0.054661082060661684,0.08541219765922603,-1.068480103575414
2.72,2.295278952497009,536.729386688,0.06411233257172098,0.0536898160942013,0.0836240846886596,-1.0776686227887227
