common_keys,positive_rho_common_keys,rho_zero_common_keys,max_abs_muq_MeV_positive_rho,max_abs_muq_MeV_rho_zero,max_abs_pressure_fm4,max_abs_residual_norm,iteration_differences,numeric_identity
5983,5978,5,9.999999974752427e-7,4.547640000000001,0.0,0.0,127,true
